calls , comp , clean , 0 , 0.20 , 3924 , 1728
hanoi4 , comp , mcrl2-jitty , 0 , 0.10 , 2020 , 56
hanoi4 , exec , mcrl2-jitty , 0 , 0.10 , 2020 , 56
hanoi4 , comp , mcrl2-jittyc , 0 , 0.10 , 2020 , 52
hanoi4 , exec , mcrl2-jittyc , 0 , 12.14 , 3924 , 1748
oddeven , comp , mcrl2-jitty , 0 , 0.10 , 2020 , 52
oddeven , exec , mcrl2-jitty , 0 , 12.51 , 3924 , 1768
oddeven , comp , mcrl2-jittyc , 0 , 0.10 , 2020 , 52
oddeven , exec , mcrl2-jittyc , 0 , 21.54 , 3924 , 1724
order , comp , mcrl2-jitty , 0 , 0.10 , 2020 , 52
order , exec , mcrl2-jitty , 0 , 0.10 , 2020 , 48
order , comp , mcrl2-jittyc , 0 , 0.10 , 2020 , 56
order , exec , mcrl2-jittyc , 0 , 9.41 , 3924 , 1728
revelt , comp , mcrl2-jitty , 0 , 0.10 , 2020 , 52
revelt , exec , mcrl2-jitty , 0 , 0.10 , 2020 , 56
revelt , comp , mcrl2-jittyc , 0 , 0.10 , 2020 , 52
revelt , exec , mcrl2-jittyc , 0 , 9.71 , 3924 , 1724
searchinconditions , comp , mcrl2-jitty , 0 , 0.10 , 2020 , 52
searchinconditions , exec , mcrl2-jitty , 0 , 0.10 , 2020 , 52
searchinconditions , comp , mcrl2-jittyc , 0 , 0.10 , 2020 , 52
searchinconditions , exec , mcrl2-jittyc , 0 , 9.32 , 3924 , 1736
soundnessofparallelengines , comp , mcrl2-jitty , 0 , 0.10 , 2020 , 56
soundnessofparallelengines , exec , mcrl2-jitty , 0 , 0.10 , 2020 , 52
soundnessofparallelengines , comp , mcrl2-jittyc , 0 , 0.10 , 2020 , 52
soundnessofparallelengines , exec , mcrl2-jittyc , 0 , 9.31 , 3924 , 1788
tautologyhard , comp , mcrl2-jitty , 0 , 0.10 , 2020 , 52
tautologyhard , exec , mcrl2-jitty , 0 , 0.10 , 2020 , 52
tautologyhard , comp , mcrl2-jittyc , 0 , 0.10 , 2020 , 56
tautologyhard , exec , mcrl2-jittyc , 0 , 10.91 , 3924 , 1764
tricky , comp , mcrl2-jitty , 0 , 0.10 , 2020 , 52
tricky , exec , mcrl2-jitty , 0 , 0.10 , 2020 , 56
tricky , comp , mcrl2-jittyc , 0 , 0.10 , 2020 , 56
tricky , exec , mcrl2-jittyc , 0 , 11.41 , 3924 , 1748
calls , comp , ocaml-interp , 0 , 0.10 , 2020 , 52
calls , exec , ocaml-interp , 0 , 0.10 , 2020 , 56
calls , comp , ocaml-compil , 0 , 0.20 , 3924 , 1776
calls , exec , ocaml-compil , 0 , 0.10 , 2020 , 52
check1 , comp , ocaml-interp , 0 , 0.10 , 2020 , 52
check1 , exec , ocaml-interp , 0 , 0.10 , 2020 , 52
check1 , comp , ocaml-compil , 0 , 0.20 , 3924 , 1868
check1 , exec , ocaml-compil , 0 , 0.10 , 2020 , 52
check2 , comp , ocaml-interp , 0 , 0.10 , 2020 , 56
check2 , exec , ocaml-interp , 0 , 0.10 , 2020 , 56
check2 , comp , ocaml-compil , 0 , 0.20 , 3924 , 1732
check2 , exec , ocaml-compil , 0 , 0.10 , 2020 , 52
confluence , comp , ocaml-interp , 0 , 0.10 , 2020 , 52
confluence , exec , ocaml-interp , 0 , 0.10 , 2020 , 52
confluence , comp , ocaml-compil , 0 , 0.20 , 3924 , 1736
confluence , exec , ocaml-compil , 0 , 0.10 , 2020 , 52
empty , comp , ocaml-interp , 0 , 0.10 , 2020 , 52
empty , exec , ocaml-interp , 0 , 0.10 , 2020 , 52
empty , comp , ocaml-compil , 0 , 0.20 , 3924 , 1768
empty , exec , ocaml-compil , 0 , 0.10 , 2020 , 56
fibonacci05 , comp , ocaml-interp , 0 , 0.10 , 2020 , 52
fibonacci05 , exec , ocaml-interp , 0 , 0.10 , 2020 , 48
fibonacci05 , comp , ocaml-compil , 0 , 0.20 , 3924 , 1768
fibonacci05 , exec , ocaml-compil , 0 , 0.10 , 2020 , 52
garbagecollection , comp , ocaml-interp , 0 , 0.10 , 2020 , 56
garbagecollection , exec , ocaml-interp , 0 , 0.10 , 2020 , 52
garbagecollection , comp , ocaml-compil , 0 , 0.20 , 3924 , 1748
garbagecollection , exec , ocaml-compil , 0 , 0.10 , 2020 , 56
hanoi4 , comp , ocaml-interp , 0 , 0.10 , 2020 , 52
hanoi4 , exec , ocaml-interp , 0 , 0.10 , 2020 , 56
hanoi4 , comp , ocaml-compil , 0 , 0.20 , 3924 , 1776
hanoi4 , exec , ocaml-compil , 0 , 0.10 , 2020 , 52
oddeven , comp , ocaml-interp , 0 , 0.10 , 2020 , 56
oddeven , exec , ocaml-interp , 0 , 0.20 , 3924 , 1720
oddeven , comp , ocaml-compil , 0 , 0.20 , 3924 , 1776
oddeven , exec , ocaml-compil , 0 , 0.10 , 2020 , 56
order , comp , ocaml-interp , 0 , 0.10 , 2020 , 52
order , exec , ocaml-interp , 0 , 0.10 , 2020 , 52
order , comp , ocaml-compil , 0 , 0.20 , 3924 , 1776
order , exec , ocaml-compil , 0 , 0.10 , 2020 , 52
revelt , comp , ocaml-interp , 0 , 0.10 , 2020 , 52
revelt , exec , ocaml-interp , 0 , 0.10 , 2020 , 52
revelt , comp , ocaml-compil , 0 , 0.20 , 3924 , 1724
revelt , exec , ocaml-compil , 0 , 0.10 , 2020 , 56
searchinconditions , comp , ocaml-interp , 0 , 0.10 , 2020 , 52
searchinconditions , exec , ocaml-interp , 0 , 0.10 , 2020 , 52
searchinconditions , comp , ocaml-compil , 0 , 0.20 , 3924 , 1788
searchinconditions , exec , ocaml-compil , 0 , 0.10 , 2020 , 56
soundnessofparallelengines , comp , ocaml-interp , 0 , 0.10 , 2020 , 52
soundnessofparallelengines , exec , ocaml-interp , 0 , 0.10 , 2020 , 56
soundnessofparallelengines , comp , ocaml-compil , 0 , 0.20 , 3924 , 1688
soundnessofparallelengines , exec , ocaml-compil , 0 , 0.10 , 2020 , 52
tautologyhard , comp , ocaml-interp , 0 , 0.10 , 2020 , 52
tautologyhard , exec , ocaml-interp , 0 , 0.10 , 2020 , 56
tautologyhard , comp , ocaml-compil , 0 , 0.20 , 3924 , 1776
tautologyhard , exec , ocaml-compil , 0 , 0.10 , 2020 , 52
tricky , comp , ocaml-interp , 0 , 0.10 , 2020 , 52
tricky , exec , ocaml-interp , 0 , 0.10 , 2020 , 48
tricky , comp , ocaml-compil , 0 , 0.30 , 3924 , 1752
tricky , exec , ocaml-compil , 0 , 0.10 , 2020 , 56
calls , comp , opal , 0 , 3.30 , 3924 , 1824
calls , exec , opal , 0 , 0.10 , 2020 , 52
check1 , comp , opal , 0 , 0.80 , 3924 , 1732
check1 , exec , opal , 0 , 0.10 , 2020 , 52
check2 , comp , opal , 0 , 0.70 , 3924 , 1736
check2 , exec , opal , 0 , 0.10 , 2020 , 52
confluence , comp , opal , 0 , 0.80 , 3924 , 1724
confluence , exec , opal , 0 , 0.10 , 2020 , 52
empty , comp , opal , 0 , 0.70 , 3924 , 1792
empty , exec , opal , 0 , 0.10 , 2020 , 52
fibonacci05 , comp , opal , 0 , 1.41 , 3924 , 1776
fibonacci05 , exec , opal , 0 , 0.10 , 2020 , 52
garbagecollection , comp , opal , 0 , 1.20 , 3924 , 1776
garbagecollection , exec , opal , 0 , 0.10 , 2020 , 52
hanoi4 , comp , opal , 0 , 1.60 , 3924 , 1776
hanoi4 , exec , opal , 0 , 0.10 , 2020 , 52
oddeven , comp , opal , 0 , 1.00 , 3924 , 1788
oddeven , exec , opal , 0 , 0.10 , 2020 , 52
order , comp , opal , 0 , 0.70 , 3924 , 1724
order , exec , opal , 0 , 0.10 , 2020 , 52
revelt , comp , opal , 0 , 0.90 , 3924 , 1660
revelt , exec , opal , 0 , 0.10 , 2020 , 52
searchinconditions , comp , opal , 0 , 0.70 , 3924 , 1664
searchinconditions , exec , opal , 0 , 0.10 , 2020 , 52
soundnessofparallelengines , comp , opal , 0 , 0.90 , 3924 , 1732
soundnessofparallelengines , exec , opal , 0 , 0.10 , 2020 , 48
tautologyhard , comp , opal , 0 , 1.40 , 3924 , 1732
tautologyhard , exec , opal , 0 , 0.10 , 2020 , 52
tricky , comp , opal , 0 , 1.40 , 3924 , 1780
tricky , exec , opal , 0 , 0.10 , 2020 , 52
calls , comp-exec , rascal-interp , 0 , 4.41 , 3924 , 1736
calls , comp , rascal-compil , 0 , 23.63 , 3924 , 1800
calls , exec , rascal-compil , 0 , 2.61 , 3924 , 1768
check1 , comp-exec , rascal-interp , 0 , 4.31 , 3924 , 1724
check1 , comp , rascal-compil , 0 , 23.05 , 3924 , 1764
check1 , exec , rascal-compil , 0 , 2.70 , 3924 , 1736
check2 , comp-exec , rascal-interp , 0 , 4.61 , 3924 , 1788
check2 , comp , rascal-compil , 0 , 25.26 , 3924 , 1764
check2 , exec , rascal-compil , 0 , 2.70 , 3924 , 1768
confluence , comp-exec , rascal-interp , 0 , 4.32 , 3924 , 1768
confluence , comp , rascal-compil , 0 , 21.97 , 3924 , 1776
confluence , exec , rascal-compil , 0 , 2.60 , 3924 , 1720
empty , comp-exec , rascal-interp , 0 , 4.41 , 3924 , 1660
empty , comp , rascal-compil , 0 , 22.73 , 3924 , 1780
empty , exec , rascal-compil , 0 , 2.70 , 3924 , 1824
fibonacci05 , comp-exec , rascal-interp , 0 , 4.71 , 3924 , 1736
fibonacci05 , comp , rascal-compil , 0 , 22.95 , 3924 , 1788
fibonacci05 , exec , rascal-compil , 0 , 2.70 , 3924 , 1780
garbagecollection , comp-exec , rascal-interp , 0 , 4.30 , 3924 , 1724
garbagecollection , comp , rascal-compil , 0 , 24.35 , 3924 , 1792
garbagecollection , exec , rascal-compil , 0 , 2.71 , 3924 , 1764
hanoi4 , comp-exec , rascal-interp , 0 , 4.81 , 3924 , 1676
hanoi4 , comp , rascal-compil , 0 , 26.86 , 3924 , 1724
hanoi4 , exec , rascal-compil , 0 , 2.71 , 3924 , 1776
oddeven , comp-exec , rascal-interp , 0 , 30.53 , 3924 , 1868
oddeven , comp , rascal-compil , 0 , 24.03 , 3924 , 1788
oddeven , exec , rascal-compil , 0 , 3.20 , 3924 , 1776
order , comp-exec , rascal-interp , 0 , 4.41 , 3924 , 1596
order , comp , rascal-compil , 0 , 23.13 , 3924 , 1824
order , exec , rascal-compil , 0 , 2.62 , 3924 , 1872
revelt , comp-exec , rascal-interp , 0 , 4.62 , 3924 , 1872
revelt , comp , rascal-compil , 0 , 23.43 , 3924 , 1784
revelt , exec , rascal-compil , 0 , 2.71 , 3924 , 1784
searchinconditions , comp-exec , rascal-interp , 0 , 4.41 , 3924 , 1768
searchinconditions , comp , rascal-compil , 0 , 22.53 , 3924 , 1788
searchinconditions , exec , rascal-compil , 0 , 2.60 , 3924 , 1740
soundnessofparallelengines , comp-exec , rascal-interp , 0 , 4.41 , 3924 , 1724
soundnessofparallelengines , comp , rascal-compil , 0 , 23.64 , 3924 , 1780
soundnessofparallelengines , exec , rascal-compil , 0 , 2.60 , 3924 , 1768
tautologyhard , comp-exec , rascal-interp , 0 , 5.21 , 3924 , 1768
tautologyhard , comp , rascal-compil , 0 , 27.56 , 3924 , 1776
tautologyhard , exec , rascal-compil , 0 , 2.90 , 3924 , 1776
tricky , comp-exec , rascal-interp , 0 , 4.41 , 3924 , 1780
tricky , comp , rascal-compil , 0 , 23.79 , 3924 , 1688
tricky , exec , rascal-compil , 0 , 2.70 , 3924 , 1784
calls , comp , scala , 0 , 6.21 , 3924 , 1764
calls , exec , scala , 0 , 0.60 , 3924 , 1736
check1 , comp , scala , 0 , 6.11 , 3924 , 1660
check1 , exec , scala , 0 , 0.60 , 3924 , 1660
check2 , comp , scala , 0 , 6.51 , 3924 , 1728
check2 , exec , scala , 0 , 0.60 , 3924 , 1688
confluence , comp , scala , 0 , 6.41 , 3924 , 1784
confluence , exec , scala , 0 , 0.60 , 3924 , 1660
empty , comp , scala , 0 , 5.91 , 3924 , 1736
empty , exec , scala , 0 , 0.60 , 3924 , 1748
fibonacci05 , comp , scala , 0 , 6.71 , 3924 , 1788
fibonacci05 , exec , scala , 0 , 0.60 , 3924 , 1784
garbagecollection , comp , scala , 0 , 8.52 , 3924 , 1784
garbagecollection , exec , scala , 0 , 0.60 , 3924 , 1660
hanoi4 , comp , scala , 0 , 10.82 , 3924 , 1824
hanoi4 , exec , scala , 0 , 0.60 , 3924 , 1720
oddeven , comp , scala , 0 , 6.91 , 3924 , 1776
oddeven , exec , scala , 0 , 0.70 , 3924 , 1724
order , comp , scala , 0 , 6.11 , 3924 , 1776
order , exec , scala , 0 , 0.50 , 3924 , 1788
revelt , comp , scala , 0 , 7.73 , 3924 , 1776
revelt , exec , scala , 0 , 0.61 , 3924 , 1664
searchinconditions , comp , scala , 0 , 5.51 , 3924 , 1728
searchinconditions , exec , scala , 0 , 0.60 , 3924 , 1776
soundnessofparallelengines , comp , scala , 0 , 6.71 , 3924 , 1600
soundnessofparallelengines , exec , scala , 0 , 0.60 , 3924 , 1824
tautologyhard , comp , scala , 0 , 7.41 , 3924 , 1600
tautologyhard , exec , scala , 0 , 0.60 , 3924 , 1768
tricky , comp , scala , 0 , 6.61 , 3924 , 1780
tricky , exec , scala , 0 , 0.60 , 3924 , 1828
calls , comp-exec , sml-smlnj , 0 , 0.20 , 3924 , 1788
calls , comp , sml-mlton , 0 , 6.30 , 3924 , 1868
calls , exec , sml-mlton , 0 , 0.10 , 2020 , 52
check1 , comp-exec , sml-smlnj , 0 , 0.20 , 3924 , 1748
check1 , comp , sml-mlton , 0 , 6.21 , 3924 , 1660
check1 , exec , sml-mlton , 0 , 0.10 , 2020 , 52
check2 , comp-exec , sml-smlnj , 0 , 0.20 , 3924 , 1716
check2 , comp , sml-mlton , 0 , 6.30 , 3924 , 1716
check2 , exec , sml-mlton , 0 , 0.10 , 2020 , 52
confluence , comp-exec , sml-smlnj , 0 , 0.20 , 3924 , 1760
confluence , comp , sml-mlton , 0 , 6.33 , 3924 , 1728
confluence , exec , sml-mlton , 0 , 0.10 , 2020 , 56
empty , comp-exec , sml-smlnj , 0 , 0.20 , 3924 , 1600
empty , comp , sml-mlton , 0 , 6.30 , 3924 , 1788
empty , exec , sml-mlton , 0 , 0.10 , 2020 , 52
fibonacci05 , comp-exec , sml-smlnj , 0 , 0.20 , 3924 , 1716
fibonacci05 , comp , sml-mlton , 0 , 6.30 , 3924 , 1748
fibonacci05 , exec , sml-mlton , 0 , 0.10 , 2020 , 56
garbagecollection , comp-exec , sml-smlnj , 0 , 0.20 , 3924 , 1660
garbagecollection , comp , sml-mlton , 0 , 6.50 , 3924 , 1736
garbagecollection , exec , sml-mlton , 0 , 0.10 , 2020 , 52
hanoi4 , comp-exec , sml-smlnj , 0 , 0.30 , 3924 , 1752
hanoi4 , comp , sml-mlton , 0 , 6.30 , 3924 , 1788
hanoi4 , exec , sml-mlton , 0 , 0.10 , 2020 , 52
oddeven , comp-exec , sml-smlnj , 0 , 0.30 , 3924 , 1720
oddeven , comp , sml-mlton , 0 , 6.30 , 3924 , 1824
oddeven , exec , sml-mlton , 0 , 0.10 , 2020 , 52
order , comp-exec , sml-smlnj , 0 , 0.20 , 3924 , 1732
order , comp , sml-mlton , 0 , 6.21 , 3924 , 1784
order , exec , sml-mlton , 0 , 0.10 , 2020 , 52
revelt , comp-exec , sml-smlnj , 0 , 0.20 , 3924 , 1776
revelt , comp , sml-mlton , 0 , 6.30 , 3924 , 1788
revelt , exec , sml-mlton , 0 , 0.10 , 2020 , 56
searchinconditions , comp-exec , sml-smlnj , 0 , 0.20 , 3924 , 1600
searchinconditions , comp , sml-mlton , 0 , 6.30 , 3924 , 1768
searchinconditions , exec , sml-mlton , 0 , 0.10 , 2020 , 52
soundnessofparallelengines , comp-exec , sml-smlnj , 0 , 0.20 , 3924 , 1660
soundnessofparallelengines , comp , sml-mlton , 0 , 6.21 , 3924 , 1752
soundnessofparallelengines , exec , sml-mlton , 0 , 0.10 , 2020 , 52
tautologyhard , comp-exec , sml-smlnj , 0 , 0.30 , 3924 , 1788
tautologyhard , comp , sml-mlton , 0 , 6.30 , 3924 , 1828
tautologyhard , exec , sml-mlton , 0 , 0.10 , 2020 , 56
tricky , comp-exec , sml-smlnj , 0 , 0.20 , 3924 , 1824
tricky , comp , sml-mlton , 0 , 6.30 , 3924 , 1776
tricky , exec , sml-mlton , 0 , 0.10 , 2020 , 52
calls , comp-exec , stratego , 0 , 9.31 , 3924 , 1736
check1 , comp-exec , stratego , 0 , 7.71 , 3924 , 1676
check2 , comp-exec , stratego , 0 , 9.61 , 3924 , 1768
confluence , comp-exec , stratego , 0 , 9.12 , 3924 , 1768
empty , comp-exec , stratego , 0 , 7.71 , 3924 , 1776
fibonacci05 , comp-exec , stratego , 0 , 9.12 , 3924 , 1872
garbagecollection , comp-exec , stratego , 0 , 9.61 , 3924 , 1772
hanoi4 , comp-exec , stratego , 0 , 10.43 , 3924 , 1768
oddeven , comp-exec , stratego , 0 , 9.83 , 3924 , 1764
order , comp-exec , stratego , 0 , 9.01 , 3924 , 1660
revelt , comp-exec , stratego , 0 , 9.24 , 3924 , 1776
searchinconditions , comp-exec , stratego , 0 , 8.81 , 3924 , 1824
soundnessofparallelengines , comp-exec , stratego , 0 , 8.61 , 3924 , 1764
tautologyhard , comp-exec , stratego , 0 , 11.21 , 3924 , 1596
tricky , comp-exec , stratego , 0 , 9.41 , 3924 , 1828
calls , comp , tom-a , 0 , 6.72 , 3924 , 1720
calls , exec , tom-a , 0 , 0.40 , 3924 , 1600
check1 , comp , tom-a , 0 , 4.21 , 3924 , 1868
check1 , exec , tom-a , 0 , 0.30 , 3924 , 1748
check2 , comp , tom-a , 0 , 7.01 , 3924 , 1752
check2 , exec , tom-a , 0 , 0.30 , 3924 , 1660
confluence , comp , tom-a , 0 , 4.71 , 3924 , 1868
confluence , exec , tom-a , 0 , 0.40 , 3924 , 1660
empty , comp , tom-a , 0 , 4.11 , 3924 , 1680
empty , exec , tom-a , 0 , 0.30 , 3924 , 1728
fibonacci05 , comp , tom-a , 0 , 5.11 , 3924 , 1784
fibonacci05 , exec , tom-a , 0 , 0.30 , 3924 , 1788
garbagecollection , comp , tom-a , 0 , 6.52 , 3924 , 1764
garbagecollection , exec , tom-a , 0 , 0.40 , 3924 , 1768
hanoi4 , comp , tom-a , 0 , 7.62 , 3924 , 1764
hanoi4 , exec , tom-a , 0 , 0.30 , 3924 , 1732
oddeven , comp , tom-a , 0 , 5.21 , 3924 , 1724
oddeven , exec , tom-a , 0 , 0.40 , 3924 , 1776
order , comp , tom-a , 0 , 4.91 , 3924 , 1600
order , exec , tom-a , 0 , 0.40 , 3924 , 1764
revelt , comp , tom-a , 0 , 5.81 , 3924 , 1728
revelt , exec , tom-a , 0 , 0.30 , 3924 , 1776
searchinconditions , comp , tom-a , 0 , 4.71 , 3924 , 1748
searchinconditions , exec , tom-a , 0 , 0.30 , 3924 , 1824
soundnessofparallelengines , comp , tom-a , 0 , 4.81 , 3924 , 1868
