calls , comp , clean , 0 , 0.80 , 10076 , 1828
soundnessofparallelengines , exec , ocaml , 0 , 0.10 , 4080 , 80
tautologyhard , comp , ocaml , 0 , 0.20 , 10076 , 1932
tautologyhard , exec , ocaml , 0 , 0.10 , 4080 , 76
tricky , comp , ocaml , 0 , 0.10 , 4080 , 80
tricky , exec , ocaml , 0 , 0.10 , 4080 , 76
calls , comp , opal , 0 , 3.50 , 10076 , 1868
calls , exec , opal , 0 , 0.10 , 4080 , 80
check1 , comp , opal , 0 , 0.70 , 10076 , 1748
check1 , exec , opal , 0 , 0.10 , 4080 , 76
check2 , comp , opal , 0 , 0.60 , 10076 , 1812
check2 , exec , opal , 0 , 0.10 , 4080 , 80
closure , comp , opal , timeout , 120.09 , 10076 , 1924
confluence , comp , opal , 0 , 0.70 , 10076 , 1932
confluence , exec , opal , 0 , 0.10 , 4080 , 80
empty , comp , opal , 0 , 0.60 , 10076 , 1812
empty , exec , opal , 0 , 0.10 , 4080 , 80
garbagecollection , comp , opal , 0 , 1.10 , 10076 , 1868
garbagecollection , exec , opal , 0 , 0.10 , 4080 , 80
natlist , comp , opal , 0 , 22.62 , 10076 , 1924
natlist , exec , opal , 0 , 0.10 , 4080 , 80
oddeven , comp , opal , 0 , 0.90 , 10076 , 1908
oddeven , exec , opal , 0 , 0.10 , 4080 , 80
order , comp , opal , 0 , 0.70 , 10076 , 1744
order , exec , opal , 0 , 0.10 , 4080 , 76
revelt , comp , opal , 0 , 0.80 , 10076 , 1908
revelt , exec , opal , 0 , 0.10 , 4080 , 80
searchinconditions , comp , opal , 0 , 0.60 , 10076 , 1812
searchinconditions , exec , opal , 0 , 0.10 , 4080 , 80
soundnessofparallelengines , comp , opal , 0 , 0.70 , 10076 , 1924
soundnessofparallelengines , exec , opal , 0 , 0.10 , 4080 , 76
tautologyhard , comp , opal , 0 , 1.10 , 10076 , 1864
tautologyhard , exec , opal , 0 , 0.10 , 4080 , 76
tricky , comp , opal , 0 , 1.20 , 10076 , 1912
tricky , exec , opal , 0 , 0.10 , 4080 , 76
calls , comp-exec , rascal-interp , 0 , 8.12 , 10076 , 1744
calls , comp , rascal-compil , 0 , 25.14 , 10076 , 1908
calls , exec , rascal-compil , 0 , 2.41 , 10076 , 1736
check1 , comp-exec , rascal-interp , 0 , 4.51 , 10076 , 1740
check1 , comp , rascal-compil , 0 , 23.24 , 10076 , 1864
check1 , exec , rascal-compil , 0 , 2.40 , 10076 , 1812
check2 , comp-exec , rascal-interp , 0 , 4.61 , 10076 , 1808
check2 , comp , rascal-compil , 0 , 22.34 , 10076 , 1780
check2 , exec , rascal-compil , 0 , 2.40 , 10076 , 1928
closure , comp-exec , rascal-interp , 0 , 48.26 , 10076 , 1744
closure , comp , rascal-compil , 1 , 103.55 , 10076 , 1808
confluence , comp-exec , rascal-interp , 0 , 4.31 , 10076 , 1912
confluence , comp , rascal-compil , 0 , 20.73 , 10076 , 1928
confluence , exec , rascal-compil , 0 , 2.50 , 10076 , 1864
empty , comp-exec , rascal-interp , 0 , 4.31 , 10076 , 1808
empty , comp , rascal-compil , 0 , 22.04 , 10076 , 1908
empty , exec , rascal-compil , 0 , 2.50 , 10076 , 1932
garbagecollection , comp-exec , rascal-interp , 0 , 4.71 , 10076 , 1932
garbagecollection , comp , rascal-compil , 0 , 23.24 , 10076 , 1744
garbagecollection , exec , rascal-compil , 0 , 2.50 , 10076 , 1748
natlist , comp-exec , rascal-interp , 0 , 7.31 , 10076 , 1932
natlist , comp , rascal-compil , 1 , 50.48 , 10076 , 1856
oddeven , comp-exec , rascal-interp , 0 , 31.74 , 10076 , 1900
oddeven , comp , rascal-compil , 0 , 23.34 , 10076 , 1916
oddeven , exec , rascal-compil , 0 , 3.00 , 10076 , 1932
order , comp-exec , rascal-interp , 0 , 4.51 , 10076 , 1864
order , comp , rascal-compil , 0 , 22.73 , 10076 , 1812
order , exec , rascal-compil , 0 , 2.40 , 10076 , 1740
revelt , comp-exec , rascal-interp , 0 , 4.31 , 10076 , 1744
revelt , comp , rascal-compil , 0 , 22.84 , 10076 , 1932
revelt , exec , rascal-compil , 0 , 2.51 , 10076 , 1856
searchinconditions , comp-exec , rascal-interp , 0 , 4.51 , 10076 , 1928
searchinconditions , comp , rascal-compil , 0 , 21.05 , 10076 , 1860
searchinconditions , exec , rascal-compil , 0 , 2.40 , 10076 , 1920
soundnessofparallelengines , comp-exec , rascal-interp , 0 , 4.51 , 10076 , 1868
soundnessofparallelengines , comp , rascal-compil , 0 , 22.14 , 10076 , 1868
soundnessofparallelengines , exec , rascal-compil , 0 , 2.40 , 10076 , 1924
tautologyhard , comp-exec , rascal-interp , 0 , 5.41 , 10076 , 1928
tautologyhard , comp , rascal-compil , 0 , 27.45 , 10076 , 1812
tautologyhard , exec , rascal-compil , 0 , 2.81 , 10076 , 1856
tricky , comp-exec , rascal-interp , 0 , 4.61 , 10076 , 1744
tricky , comp , rascal-compil , 0 , 22.14 , 10076 , 1740
tricky , exec , rascal-compil , 0 , 2.50 , 10076 , 1768
calls , comp , scala , 0 , 11.52 , 10076 , 1880
calls , exec , scala , 0 , 0.50 , 10076 , 1740
check1 , comp , scala , 0 , 6.92 , 10076 , 1868
check1 , exec , scala , 0 , 0.50 , 10076 , 1748
check2 , comp , scala , 0 , 7.91 , 10076 , 1744
check2 , exec , scala , 0 , 0.50 , 10076 , 1748
closure , comp , scala , 0 , 15.13 , 10076 , 1780
closure , exec , scala , 0 , 0.80 , 10076 , 1812
confluence , comp , scala , 0 , 6.51 , 10076 , 1856
confluence , exec , scala , 0 , 0.50 , 10076 , 1748
empty , comp , scala , 0 , 6.31 , 10076 , 1864
empty , exec , scala , 0 , 0.50 , 10076 , 1928
garbagecollection , comp , scala , 0 , 9.62 , 10076 , 1904
garbagecollection , exec , scala , 0 , 0.51 , 10076 , 1908
natlist , comp , scala , 1 , 2.60 , 10076 , 1912
oddeven , comp , scala , 0 , 7.83 , 10076 , 1924
oddeven , exec , scala , 0 , 0.60 , 10076 , 1744
order , comp , scala , 0 , 7.01 , 10076 , 1912
order , exec , scala , 0 , 0.50 , 10076 , 1868
revelt , comp , scala , 0 , 8.31 , 10076 , 1784
revelt , exec , scala , 0 , 0.51 , 10076 , 1860
searchinconditions , comp , scala , 0 , 6.21 , 10076 , 1912
searchinconditions , exec , scala , 0 , 0.50 , 10076 , 1748
soundnessofparallelengines , comp , scala , 0 , 6.92 , 10076 , 1760
soundnessofparallelengines , exec , scala , 0 , 0.50 , 10076 , 1744
tautologyhard , comp , scala , 0 , 8.71 , 10076 , 1912
tautologyhard , exec , scala , 0 , 0.50 , 10076 , 1896
tricky , comp , scala , 0 , 7.41 , 10076 , 1864
tricky , exec , scala , 0 , 0.50 , 10076 , 1744
calls , comp-exec , sml-smlnj , 0 , 0.60 , 10076 , 1808
calls , comp , sml-mlton , 0 , 11.51 , 10076 , 1904
calls , exec , sml-mlton , 0 , 0.10 , 4080 , 80
check1 , comp-exec , sml-smlnj , 0 , 0.20 , 10076 , 1900
check1 , comp , sml-mlton , 0 , 9.41 , 10076 , 1740
check1 , exec , sml-mlton , 0 , 0.10 , 4080 , 80
check2 , comp-exec , sml-smlnj , 0 , 0.20 , 10076 , 1924
check2 , comp , sml-mlton , 0 , 9.31 , 10076 , 1912
check2 , exec , sml-mlton , 0 , 0.10 , 4080 , 76
closure , comp-exec , sml-smlnj , 0 , 2.40 , 10076 , 1744
closure , comp , sml-mlton , 0 , 12.11 , 10076 , 1868
closure , exec , sml-mlton , 0 , 0.10 , 4080 , 76
confluence , comp-exec , sml-smlnj , 0 , 0.20 , 10076 , 1920
confluence , comp , sml-mlton , 0 , 9.41 , 10076 , 1900
confluence , exec , sml-mlton , 0 , 0.10 , 4080 , 80
empty , comp-exec , sml-smlnj , 0 , 0.20 , 10076 , 1744
empty , comp , sml-mlton , 0 , 9.41 , 10076 , 1928
empty , exec , sml-mlton , 0 , 0.10 , 4080 , 80
garbagecollection , comp-exec , sml-smlnj , 0 , 0.20 , 10076 , 1908
garbagecollection , comp , sml-mlton , 0 , 9.61 , 10076 , 1928
garbagecollection , exec , sml-mlton , 0 , 0.10 , 4080 , 80
natlist , comp-exec , sml-smlnj , 0 , 0.90 , 10076 , 1928
natlist , comp , sml-mlton , 0 , 10.12 , 10076 , 1748
natlist , exec , sml-mlton , 0 , 0.10 , 4080 , 76
oddeven , comp-exec , sml-smlnj , 0 , 0.20 , 10076 , 1904
oddeven , comp , sml-mlton , 0 , 9.41 , 10076 , 1744
oddeven , exec , sml-mlton , 0 , 0.10 , 4080 , 80
order , comp-exec , sml-smlnj , 0 , 0.20 , 10076 , 1744
order , comp , sml-mlton , 0 , 9.41 , 10076 , 1916
order , exec , sml-mlton , 0 , 0.10 , 4080 , 80
revelt , comp-exec , sml-smlnj , 0 , 0.20 , 10076 , 1924
revelt , comp , sml-mlton , 0 , 9.51 , 10076 , 1856
revelt , exec , sml-mlton , 0 , 0.10 , 4080 , 80
searchinconditions , comp-exec , sml-smlnj , 0 , 0.20 , 10076 , 1856
searchinconditions , comp , sml-mlton , 0 , 9.51 , 10076 , 1748
searchinconditions , exec , sml-mlton , 0 , 0.10 , 4080 , 80
soundnessofparallelengines , comp-exec , sml-smlnj , 0 , 0.20 , 10076 , 1904
soundnessofparallelengines , comp , sml-mlton , 0 , 9.41 , 10076 , 1932
soundnessofparallelengines , exec , sml-mlton , 0 , 0.10 , 4080 , 80
tautologyhard , comp-exec , sml-smlnj , 0 , 0.30 , 10076 , 1924
tautologyhard , comp , sml-mlton , 0 , 9.61 , 10076 , 1812
tautologyhard , exec , sml-mlton , 0 , 0.10 , 4080 , 80
tricky , comp-exec , sml-smlnj , 0 , 0.20 , 10076 , 1812
tricky , comp , sml-mlton , 0 , 9.41 , 10076 , 1928
tricky , exec , sml-mlton , 0 , 0.10 , 4080 , 76
calls , comp , tom , 0 , 10.22 , 10076 , 1744
calls , exec , tom , 0 , 0.30 , 10076 , 1908
check1 , comp , tom , 0 , 4.81 , 10076 , 1812
check1 , exec , tom , 0 , 0.30 , 10076 , 1932
check2 , comp , tom , 0 , 8.81 , 10076 , 1780
check2 , exec , tom , 0 , 0.30 , 10076 , 1932
closure , comp , tom , 0 , 12.02 , 10076 , 1784
closure , exec , tom , 0 , 0.60 , 10076 , 1928
confluence , comp , tom , 0 , 5.41 , 10076 , 1744
confluence , exec , tom , 0 , 0.30 , 10076 , 1904
empty , comp , tom , 0 , 4.61 , 10076 , 1796
empty , exec , tom , 0 , 0.30 , 10076 , 1900
garbagecollection , comp , tom , 0 , 8.31 , 10076 , 1908
garbagecollection , exec , tom , 0 , 0.30 , 10076 , 1868
natlist , comp , tom , 1 , 6.01 , 10076 , 1812
oddeven , comp , tom , 0 , 6.02 , 10076 , 1916
oddeven , exec , tom , 0 , 0.30 , 10076 , 1864
order , comp , tom , 0 , 5.81 , 10076 , 1928
order , exec , tom , 0 , 0.30 , 10076 , 1916
revelt , comp , tom , 0 , 6.62 , 10076 , 1744
revelt , exec , tom , 0 , 0.30 , 10076 , 1864
searchinconditions , comp , tom , 0 , 5.41 , 10076 , 1856
searchinconditions , exec , tom , 0 , 0.30 , 10076 , 1868
soundnessofparallelengines , comp , tom , 0 , 5.51 , 10076 , 1924
soundnessofparallelengines , exec , tom , 0 , 0.30 , 10076 , 1932
tautologyhard , comp , tom , 0 , 13.23 , 10076 , 1864
tautologyhard , exec , tom , 0 , 0.30 , 10076 , 1868
tricky , comp , tom , 0 , 6.42 , 10076 , 1900
tricky , exec , tom , 0 , 0.30 , 10076 , 1808
