calls , comp , clean , 0 , 1.10 , 10076 , 1848
oddeven , exec , mcrl2-jitty , 0 , 9.31 , 10076 , 1848
oddeven , comp , mcrl2-jittyc , 0 , 0.10 , 4080 , 76
oddeven , exec , mcrl2-jittyc , 0 , 17.91 , 10076 , 1696
order , comp , mcrl2-jitty , 0 , 0.10 , 4080 , 80
order , exec , mcrl2-jitty , 0 , 0.10 , 4080 , 76
order , comp , mcrl2-jittyc , 0 , 0.10 , 4080 , 80
order , exec , mcrl2-jittyc , 0 , 9.51 , 10076 , 1836
revelt , comp , mcrl2-jitty , 0 , 0.10 , 4080 , 80
revelt , exec , mcrl2-jitty , 0 , 0.10 , 4080 , 76
revelt , comp , mcrl2-jittyc , 0 , 0.10 , 4080 , 80
revelt , exec , mcrl2-jittyc , 0 , 9.91 , 10076 , 1704
searchinconditions , comp , mcrl2-jitty , 0 , 0.10 , 4080 , 76
searchinconditions , exec , mcrl2-jitty , 0 , 0.10 , 4080 , 80
searchinconditions , comp , mcrl2-jittyc , 0 , 0.10 , 4080 , 80
searchinconditions , exec , mcrl2-jittyc , 0 , 9.51 , 10076 , 1856
soundnessofparallelengines , comp , mcrl2-jitty , 0 , 0.10 , 4080 , 80
soundnessofparallelengines , exec , mcrl2-jitty , 0 , 0.10 , 4080 , 80
soundnessofparallelengines , comp , mcrl2-jittyc , 0 , 0.10 , 4080 , 80
soundnessofparallelengines , exec , mcrl2-jittyc , 0 , 9.51 , 10076 , 1700
tautologyhard , comp , mcrl2-jitty , 0 , 0.10 , 4080 , 80
tautologyhard , exec , mcrl2-jitty , 0 , 0.10 , 4080 , 76
tautologyhard , comp , mcrl2-jittyc , 0 , 0.10 , 4080 , 76
tautologyhard , exec , mcrl2-jittyc , 0 , 11.02 , 10076 , 1708
tricky , comp , mcrl2-jitty , 0 , 0.10 , 4080 , 76
tricky , exec , mcrl2-jitty , 0 , 0.10 , 4080 , 76
tricky , comp , mcrl2-jittyc , 0 , 0.10 , 4080 , 76
tricky , exec , mcrl2-jittyc , 0 , 11.41 , 10076 , 1820
calls , comp , ocaml-interp , 0 , 0.50 , 10076 , 1704
calls , exec , ocaml-interp , 0 , 0.10 , 4080 , 80
calls , comp , ocaml-compil , 0 , 0.60 , 10076 , 1824
calls , exec , ocaml-compil , 0 , 0.10 , 4080 , 76
check1 , comp , ocaml-interp , 0 , 0.10 , 4080 , 80
check1 , exec , ocaml-interp , 0 , 0.10 , 4080 , 80
check1 , comp , ocaml-compil , 0 , 0.20 , 10076 , 1804
check1 , exec , ocaml-compil , 0 , 0.10 , 4080 , 80
check2 , comp , ocaml-interp , 0 , 0.10 , 4080 , 76
check2 , exec , ocaml-interp , 0 , 0.10 , 4080 , 80
check2 , comp , ocaml-compil , 0 , 0.20 , 10076 , 1656
check2 , exec , ocaml-compil , 0 , 0.10 , 4080 , 76
confluence , comp , ocaml-interp , 0 , 0.10 , 4080 , 76
confluence , exec , ocaml-interp , 0 , 0.10 , 4080 , 80
confluence , comp , ocaml-compil , 0 , 0.20 , 10076 , 1804
confluence , exec , ocaml-compil , 0 , 0.10 , 4080 , 76
empty , comp , ocaml-interp , 0 , 0.10 , 4080 , 76
empty , exec , ocaml-interp , 0 , 0.10 , 4080 , 80
empty , comp , ocaml-compil , 0 , 0.20 , 10076 , 1820
empty , exec , ocaml-compil , 0 , 0.10 , 4080 , 76
fibonacci05 , comp , ocaml-interp , 0 , 0.10 , 4080 , 80
fibonacci05 , exec , ocaml-interp , 0 , 0.10 , 4080 , 80
fibonacci05 , comp , ocaml-compil , 0 , 0.20 , 10076 , 1800
fibonacci05 , exec , ocaml-compil , 0 , 0.10 , 4080 , 80
garbagecollection , comp , ocaml-interp , 0 , 0.10 , 4080 , 76
garbagecollection , exec , ocaml-interp , 0 , 0.10 , 4080 , 80
garbagecollection , comp , ocaml-compil , 0 , 0.20 , 10076 , 1828
garbagecollection , exec , ocaml-compil , 0 , 0.10 , 4080 , 80
hanoi4 , comp , ocaml-interp , 0 , 0.10 , 4080 , 80
hanoi4 , exec , ocaml-interp , 0 , 0.10 , 4080 , 76
hanoi4 , comp , ocaml-compil , 0 , 0.20 , 10076 , 1820
hanoi4 , exec , ocaml-compil , 0 , 0.10 , 4080 , 80
oddeven , comp , ocaml-interp , 0 , 0.10 , 4080 , 80
oddeven , exec , ocaml-interp , 0 , 0.20 , 10076 , 1800
oddeven , comp , ocaml-compil , 0 , 0.20 , 10076 , 1692
oddeven , exec , ocaml-compil , 0 , 0.10 , 4080 , 76
order , comp , ocaml-interp , 0 , 0.10 , 4080 , 80
order , exec , ocaml-interp , 0 , 0.10 , 4080 , 76
order , comp , ocaml-compil , 0 , 0.20 , 10076 , 1768
order , exec , ocaml-compil , 0 , 0.10 , 4080 , 80
revelt , comp , ocaml-interp , 0 , 0.10 , 4080 , 80
revelt , exec , ocaml-interp , 0 , 0.10 , 4080 , 80
revelt , comp , ocaml-compil , 0 , 0.20 , 10076 , 1764
revelt , exec , ocaml-compil , 0 , 0.10 , 4080 , 76
searchinconditions , comp , ocaml-interp , 0 , 0.10 , 4080 , 76
searchinconditions , exec , ocaml-interp , 0 , 0.10 , 4080 , 76
searchinconditions , comp , ocaml-compil , 0 , 0.20 , 10076 , 1764
searchinconditions , exec , ocaml-compil , 0 , 0.10 , 4080 , 80
soundnessofparallelengines , comp , ocaml-interp , 0 , 0.10 , 4080 , 76
soundnessofparallelengines , exec , ocaml-interp , 0 , 0.10 , 4080 , 76
soundnessofparallelengines , comp , ocaml-compil , 0 , 0.20 , 10076 , 1856
soundnessofparallelengines , exec , ocaml-compil , 0 , 0.10 , 4080 , 76
tautologyhard , comp , ocaml-interp , 0 , 0.10 , 4080 , 76
tautologyhard , exec , ocaml-interp , 0 , 0.10 , 4080 , 76
tautologyhard , comp , ocaml-compil , 0 , 0.30 , 10076 , 1828
tautologyhard , exec , ocaml-compil , 0 , 0.10 , 4080 , 76
tricky , comp , ocaml-interp , 0 , 0.10 , 4080 , 80
tricky , exec , ocaml-interp , 0 , 0.10 , 4080 , 80
tricky , comp , ocaml-compil , 0 , 0.20 , 10076 , 1828
tricky , exec , ocaml-compil , 0 , 0.10 , 4080 , 80
calls , comp , opal , 0 , 2.80 , 10076 , 1824
calls , exec , opal , 0 , 0.10 , 4080 , 76
check1 , comp , opal , 0 , 0.70 , 10076 , 1700
check1 , exec , opal , 0 , 0.10 , 4080 , 76
check2 , comp , opal , 0 , 0.60 , 10076 , 1768
check2 , exec , opal , 0 , 0.10 , 4080 , 80
confluence , comp , opal , 0 , 0.70 , 10076 , 1772
confluence , exec , opal , 0 , 0.10 , 4080 , 76
empty , comp , opal , 0 , 0.60 , 10076 , 1816
empty , exec , opal , 0 , 0.10 , 4080 , 76
fibonacci05 , comp , opal , 0 , 1.20 , 10076 , 1768
fibonacci05 , exec , opal , 0 , 0.10 , 4080 , 80
garbagecollection , comp , opal , 0 , 1.10 , 10076 , 1764
garbagecollection , exec , opal , 0 , 0.10 , 4080 , 76
hanoi4 , comp , opal , 0 , 1.40 , 10076 , 1768
hanoi4 , exec , opal , 0 , 0.10 , 4080 , 76
oddeven , comp , opal , 0 , 0.90 , 10076 , 1816
oddeven , exec , opal , 0 , 0.10 , 4080 , 76
order , comp , opal , 0 , 0.70 , 10076 , 1816
order , exec , opal , 0 , 0.10 , 4080 , 76
revelt , comp , opal , 0 , 0.90 , 10076 , 1692
revelt , exec , opal , 0 , 0.10 , 4080 , 80
searchinconditions , comp , opal , 0 , 0.60 , 10076 , 1708
searchinconditions , exec , opal , 0 , 0.10 , 4080 , 80
soundnessofparallelengines , comp , opal , 0 , 0.70 , 10076 , 1812
soundnessofparallelengines , exec , opal , 0 , 0.10 , 4080 , 80
tautologyhard , comp , opal , 0 , 1.10 , 10076 , 1820
tautologyhard , exec , opal , 0 , 0.10 , 4080 , 76
tricky , comp , opal , 0 , 1.20 , 10076 , 1828
tricky , exec , opal , 0 , 0.10 , 4080 , 80
calls , comp-exec , rascal-interp , 0 , 4.21 , 10076 , 1692
calls , comp , rascal-compil , 0 , 21.95 , 10076 , 1840
calls , exec , rascal-compil , 0 , 2.50 , 10076 , 1820
check1 , comp-exec , rascal-interp , 0 , 4.51 , 10076 , 1840
check1 , comp , rascal-compil , 0 , 22.54 , 10076 , 1812
check1 , exec , rascal-compil , 0 , 2.40 , 10076 , 1812
check2 , comp-exec , rascal-interp , 0 , 4.41 , 10076 , 1804
check2 , comp , rascal-compil , 0 , 23.24 , 10076 , 1840
check2 , exec , rascal-compil , 0 , 2.40 , 10076 , 1836
confluence , comp-exec , rascal-interp , 0 , 4.41 , 10076 , 1820
confluence , comp , rascal-compil , 0 , 22.54 , 10076 , 1696
confluence , exec , rascal-compil , 0 , 2.40 , 10076 , 1848
empty , comp-exec , rascal-interp , 0 , 4.51 , 10076 , 1692
empty , comp , rascal-compil , 0 , 22.23 , 10076 , 1804
empty , exec , rascal-compil , 0 , 2.40 , 10076 , 1816
fibonacci05 , comp-exec , rascal-interp , 0 , 4.51 , 10076 , 1836
fibonacci05 , comp , rascal-compil , 0 , 23.04 , 10076 , 1708
fibonacci05 , exec , rascal-compil , 0 , 2.50 , 10076 , 1804
garbagecollection , comp-exec , rascal-interp , 0 , 4.71 , 10076 , 1816
garbagecollection , comp , rascal-compil , 0 , 24.33 , 10076 , 1860
garbagecollection , exec , rascal-compil , 0 , 2.51 , 10076 , 1764
hanoi4 , comp-exec , rascal-interp , 0 , 4.51 , 10076 , 1856
hanoi4 , comp , rascal-compil , 0 , 23.94 , 10076 , 1840
hanoi4 , exec , rascal-compil , 0 , 2.60 , 10076 , 1836
oddeven , comp-exec , rascal-interp , 0 , 32.64 , 10076 , 1820
oddeven , comp , rascal-compil , 0 , 22.64 , 10076 , 1764
oddeven , exec , rascal-compil , 0 , 3.00 , 10076 , 1828
order , comp-exec , rascal-interp , 0 , 4.41 , 10076 , 1804
order , comp , rascal-compil , 0 , 22.04 , 10076 , 1808
order , exec , rascal-compil , 0 , 2.40 , 10076 , 1852
revelt , comp-exec , rascal-interp , 0 , 4.41 , 10076 , 1768
revelt , comp , rascal-compil , 0 , 22.43 , 10076 , 1820
revelt , exec , rascal-compil , 0 , 2.60 , 10076 , 1692
searchinconditions , comp-exec , rascal-interp , 0 , 4.11 , 10076 , 1764
searchinconditions , comp , rascal-compil , 0 , 22.74 , 10076 , 1764
searchinconditions , exec , rascal-compil , 0 , 2.40 , 10076 , 1856
soundnessofparallelengines , comp-exec , rascal-interp , 0 , 4.61 , 10076 , 1804
soundnessofparallelengines , comp , rascal-compil , 0 , 21.54 , 10076 , 1852
soundnessofparallelengines , exec , rascal-compil , 0 , 2.40 , 10076 , 1852
tautologyhard , comp-exec , rascal-interp , 0 , 5.31 , 10076 , 1852
tautologyhard , comp , rascal-compil , 0 , 25.76 , 10076 , 1824
tautologyhard , exec , rascal-compil , 0 , 2.80 , 10076 , 1804
tricky , comp-exec , rascal-interp , 0 , 4.31 , 10076 , 1852
tricky , comp , rascal-compil , 0 , 23.84 , 10076 , 1708
tricky , exec , rascal-compil , 0 , 2.40 , 10076 , 1860
calls , comp , scala , 0 , 7.31 , 10076 , 1768
calls , exec , scala , 0 , 0.50 , 10076 , 1768
check1 , comp , scala , 0 , 6.71 , 10076 , 1804
check1 , exec , scala , 0 , 0.50 , 10076 , 1692
check2 , comp , scala , 0 , 7.72 , 10076 , 1812
check2 , exec , scala , 0 , 0.50 , 10076 , 1836
confluence , comp , scala , 0 , 6.51 , 10076 , 1840
confluence , exec , scala , 0 , 0.50 , 10076 , 1700
empty , comp , scala , 0 , 6.41 , 10076 , 1816
empty , exec , scala , 0 , 0.50 , 10076 , 1860
fibonacci05 , comp , scala , 0 , 7.41 , 10076 , 1860
fibonacci05 , exec , scala , 0 , 0.50 , 10076 , 1768
garbagecollection , comp , scala , 0 , 9.21 , 10076 , 1768
garbagecollection , exec , scala , 0 , 0.51 , 10076 , 1688
hanoi4 , comp , scala , 0 , 12.93 , 10076 , 1816
hanoi4 , exec , scala , 0 , 0.60 , 10076 , 1852
oddeven , comp , scala , 0 , 7.62 , 10076 , 1820
oddeven , exec , scala , 0 , 0.60 , 10076 , 1828
order , comp , scala , 0 , 6.71 , 10076 , 1808
order , exec , scala , 0 , 0.50 , 10076 , 1776
revelt , comp , scala , 0 , 9.22 , 10076 , 1808
revelt , exec , scala , 0 , 0.50 , 10076 , 1764
searchinconditions , comp , scala , 0 , 6.11 , 10076 , 1800
searchinconditions , exec , scala , 0 , 0.60 , 10076 , 1768
soundnessofparallelengines , comp , scala , 0 , 7.12 , 10076 , 1692
soundnessofparallelengines , exec , scala , 0 , 0.50 , 10076 , 1816
tautologyhard , comp , scala , 0 , 8.12 , 10076 , 1696
tautologyhard , exec , scala , 0 , 0.51 , 10076 , 1808
tricky , comp , scala , 0 , 7.61 , 10076 , 1828
tricky , exec , scala , 0 , 0.50 , 10076 , 1700
calls , comp-exec , sml-smlnj , 0 , 0.20 , 10076 , 1764
calls , comp , sml-mlton , 0 , 9.51 , 10076 , 1848
calls , exec , sml-mlton , 0 , 0.10 , 4080 , 80
check1 , comp-exec , sml-smlnj , 0 , 0.20 , 10076 , 1864
check1 , comp , sml-mlton , 0 , 9.41 , 10076 , 1820
check1 , exec , sml-mlton , 0 , 0.10 , 4080 , 76
check2 , comp-exec , sml-smlnj , 0 , 0.20 , 10076 , 1692
check2 , comp , sml-mlton , 0 , 9.51 , 10076 , 1856
check2 , exec , sml-mlton , 0 , 0.10 , 4080 , 76
confluence , comp-exec , sml-smlnj , 0 , 0.20 , 10076 , 1776
confluence , comp , sml-mlton , 0 , 9.51 , 10076 , 1840
confluence , exec , sml-mlton , 0 , 0.10 , 4080 , 76
empty , comp-exec , sml-smlnj , 0 , 0.20 , 10076 , 1852
empty , comp , sml-mlton , 0 , 9.41 , 10076 , 1800
empty , exec , sml-mlton , 0 , 0.10 , 4080 , 80
fibonacci05 , comp-exec , sml-smlnj , 0 , 0.20 , 10076 , 1768
fibonacci05 , comp , sml-mlton , 0 , 9.61 , 10076 , 1768
fibonacci05 , exec , sml-mlton , 0 , 0.10 , 4080 , 80
garbagecollection , comp-exec , sml-smlnj , 0 , 0.20 , 10076 , 1688
garbagecollection , comp , sml-mlton , 0 , 9.71 , 10076 , 1864
garbagecollection , exec , sml-mlton , 0 , 0.10 , 4080 , 76
hanoi4 , comp-exec , sml-smlnj , 0 , 0.20 , 10076 , 1860
hanoi4 , comp , sml-mlton , 0 , 9.61 , 10076 , 1820
hanoi4 , exec , sml-mlton , 0 , 0.10 , 4080 , 80
oddeven , comp-exec , sml-smlnj , 0 , 0.20 , 10076 , 1692
oddeven , comp , sml-mlton , 0 , 9.52 , 10076 , 1772
oddeven , exec , sml-mlton , 0 , 0.10 , 4080 , 76
order , comp-exec , sml-smlnj , 0 , 0.20 , 10076 , 1852
order , comp , sml-mlton , 0 , 9.51 , 10076 , 1820
order , exec , sml-mlton , 0 , 0.10 , 4080 , 76
revelt , comp-exec , sml-smlnj , 0 , 0.20 , 10076 , 1768
revelt , comp , sml-mlton , 0 , 9.51 , 10076 , 1772
revelt , exec , sml-mlton , 0 , 0.10 , 4080 , 76
searchinconditions , comp-exec , sml-smlnj , 0 , 0.20 , 10076 , 1776
searchinconditions , comp , sml-mlton , 0 , 9.51 , 10076 , 1852
searchinconditions , exec , sml-mlton , 0 , 0.10 , 4080 , 76
soundnessofparallelengines , comp-exec , sml-smlnj , 0 , 0.20 , 10076 , 1824
soundnessofparallelengines , comp , sml-mlton , 0 , 9.31 , 10076 , 1820
soundnessofparallelengines , exec , sml-mlton , 0 , 0.10 , 4080 , 80
tautologyhard , comp-exec , sml-smlnj , 0 , 0.30 , 10076 , 1692
tautologyhard , comp , sml-mlton , 0 , 9.71 , 10076 , 1776
tautologyhard , exec , sml-mlton , 0 , 0.10 , 4080 , 76
tricky , comp-exec , sml-smlnj , 0 , 0.20 , 10076 , 1764
tricky , comp , sml-mlton , 0 , 9.51 , 10076 , 1820
tricky , exec , sml-mlton , 0 , 0.10 , 4080 , 76
calls , comp-exec , stratego , 0 , 10.21 , 10076 , 1852
check1 , comp-exec , stratego , 0 , 8.22 , 10076 , 1804
check2 , comp-exec , stratego , 0 , 10.52 , 10076 , 1852
confluence , comp-exec , stratego , 0 , 9.12 , 10076 , 1688
empty , comp-exec , stratego , 0 , 8.01 , 10076 , 1820
fibonacci05 , comp-exec , stratego , 0 , 9.62 , 10076 , 1704
garbagecollection , comp-exec , stratego , 0 , 11.02 , 10076 , 1768
hanoi4 , comp-exec , stratego , 0 , 11.22 , 10076 , 1824
oddeven , comp-exec , stratego , 0 , 11.02 , 10076 , 1776
order , comp-exec , stratego , 0 , 9.82 , 10076 , 1840
revelt , comp-exec , stratego , 0 , 9.62 , 10076 , 1692
searchinconditions , comp-exec , stratego , 0 , 9.12 , 10076 , 1860
soundnessofparallelengines , comp-exec , stratego , 0 , 8.91 , 10076 , 1816
tautologyhard , comp-exec , stratego , 0 , 12.72 , 10076 , 1852
tricky , comp-exec , stratego , 0 , 10.32 , 10076 , 1668
calls , comp , tom-a , 0 , 8.11 , 10076 , 1852
calls , exec , tom-a , 0 , 0.30 , 10076 , 1860
check1 , comp , tom-a , 0 , 4.81 , 10076 , 1812
check1 , exec , tom-a , 0 , 0.30 , 10076 , 1704
check2 , comp , tom-a , 0 , 8.53 , 10076 , 1836
check2 , exec , tom-a , 0 , 0.30 , 10076 , 1768
confluence , comp , tom-a , 0 , 5.21 , 10076 , 1812
confluence , exec , tom-a , 0 , 0.30 , 10076 , 1696
empty , comp , tom-a , 0 , 4.41 , 10076 , 1696
empty , exec , tom-a , 0 , 0.30 , 10076 , 1692
fibonacci05 , comp , tom-a , 0 , 5.71 , 10076 , 1764
fibonacci05 , exec , tom-a , 0 , 0.30 , 10076 , 1856
garbagecollection , comp , tom-a , 0 , 8.02 , 10076 , 1848
garbagecollection , exec , tom-a , 0 , 0.30 , 10076 , 1820
hanoi4 , comp , tom-a , 0 , 9.81 , 10076 , 1804
hanoi4 , exec , tom-a , 0 , 0.30 , 10076 , 1820
oddeven , comp , tom-a , 0 , 6.21 , 10076 , 1820
oddeven , exec , tom-a , 0 , 0.30 , 10076 , 1688
order , comp , tom-a , 0 , 5.62 , 10076 , 1848
order , exec , tom-a , 0 , 0.30 , 10076 , 1700
revelt , comp , tom-a , 0 , 6.91 , 10076 , 1852
revelt , exec , tom-a , 0 , 0.30 , 10076 , 1812
searchinconditions , comp , tom-a , 0 , 5.41 , 10076 , 1708
searchinconditions , exec , tom-a , 0 , 0.30 , 10076 , 1692
soundnessofparallelengines , comp , tom-a , 0 , 5.31 , 10076 , 1692
