add8 , comp-exec , cafeobj-a , 0 , 49.34 , 10076 , 1748
add16 , comp-exec , cafeobj-a , 0 , 47.54 , 10076 , 1820
add32 , comp-exec , cafeobj-a , 0 , 94.47 , 10076 , 1932
benchexpr10 , comp-exec , cafeobj-a , 0 , 0.90 , 10076 , 1816
benchexpr20 , comp-exec , cafeobj-a , timeout , 360.06 , 10076 , 1932
benchexpr22 , comp-exec , cafeobj-a , timeout , 360.03 , 10076 , 1904
benchsym10 , comp-exec , cafeobj-a , 0 , 0.70 , 10076 , 1872
benchsym20 , comp-exec , cafeobj-a , timeout , 360.07 , 10076 , 1936
benchsym22 , comp-exec , cafeobj-a , timeout , 360.06 , 10076 , 1932
benchtree10 , comp-exec , cafeobj-a , timeout , 360.10 , 10076 , 1752
benchtree20 , comp-exec , cafeobj-a , timeout , 360.04 , 10076 , 1904
benchtree22 , comp-exec , cafeobj-a , kill-9 , 360.06 , 10076 , 1936
binarysearch , comp-exec , cafeobj-a , timeout , 360.06 , 10076 , 1864
bubblesort10 , comp-exec , cafeobj-a , 0 , 0.20 , 10076 , 1936
bubblesort20 , comp-exec , cafeobj-a , 0 , 0.30 , 10076 , 1928
bubblesort100 , comp-exec , cafeobj-a , 0 , 37.25 , 10076 , 1756
bubblesort720 , comp-exec , cafeobj-a , timeout , 360.09 , 10076 , 1788
bubblesort1000 , comp-exec , cafeobj-a , timeout , 360.00 , 10076 , 1940
closure , comp-exec , cafeobj-a , timeout , 360.05 , 10076 , 1756
dart , comp-exec , cafeobj-a , timeout , 360.10 , 10076 , 1752
evalexpr , comp-exec , cafeobj-a , timeout , 360.01 , 10076 , 1820
evalsym , comp-exec , cafeobj-a , timeout , 360.08 , 10076 , 1940
evaltree , comp-exec , cafeobj-a , timeout , 360.08 , 10076 , 1756
factorial5 , comp-exec , cafeobj-a , 0 , 0.20 , 10076 , 1936
factorial6 , comp-exec , cafeobj-a , 0 , 0.30 , 10076 , 1752
factorial7 , comp-exec , cafeobj-a , 0 , 6.11 , 10076 , 1752
factorial8 , comp-exec , cafeobj-a , kill-9 , 360.06 , 10076 , 1932
factorial9 , comp-exec , cafeobj-a , kill-9 , 360.05 , 10076 , 1756
fib32 , comp-exec , cafeobj-a , timeout , 360.08 , 10076 , 1752
fibfree , comp-exec , cafeobj-a , 0 , 0.40 , 10076 , 1936
fibonacci18 , comp-exec , cafeobj-a , 0 , 4.81 , 10076 , 1820
fibonacci19 , comp-exec , cafeobj-a , 0 , 12.62 , 10076 , 1924
fibonacci20 , comp-exec , cafeobj-a , 0 , 34.63 , 10076 , 1912
fibonacci21 , comp-exec , cafeobj-a , 0 , 34.64 , 10076 , 1792
hanoi8 , comp-exec , cafeobj-a , 0 , 0.70 , 10076 , 1756
hanoi12 , comp-exec , cafeobj-a , 0 , 142.43 , 10076 , 1916
hanoi16 , comp-exec , cafeobj-a , timeout , 360.09 , 10076 , 1940
hanoi20 , comp-exec , cafeobj-a , timeout , 360.07 , 10076 , 1904
intnat , comp-exec , cafeobj-a , 0 , 4.41 , 10076 , 1756
langton6 , comp-exec , cafeobj-a , timeout , 360.06 , 10076 , 1820
langton7 , comp-exec , cafeobj-a , kill-9 , 360.04 , 10076 , 1820
logic3 , comp-exec , cafeobj-a , 0 , 0.20 , 10076 , 1816
maa , comp-exec , cafeobj-a , timeout , 360.10 , 10076 , 1860
merge , comp-exec , cafeobj-a , 0 , 0.30 , 10076 , 1752
mergesort10 , comp-exec , cafeobj-a , 0 , 0.20 , 10076 , 1924
mergesort100 , comp-exec , cafeobj-a , timeout , 360.03 , 10076 , 1748
mergesort1000 , comp-exec , cafeobj-a , 1 , 76.87 , 10076 , 1776
missionaries2 , comp-exec , cafeobj-a , 0 , 1.10 , 10076 , 1788
missionaries3 , comp-exec , cafeobj-a , 0 , 2.00 , 10076 , 1916
mul8 , comp-exec , cafeobj-a , 0 , 168.33 , 10076 , 1928
mul16 , comp-exec , cafeobj-a , timeout , 360.08 , 10076 , 1912
