add8 , comp-exec , cafeobj-a , 0 , 48.25 , 3924 , 1832
add16 , comp-exec , cafeobj-a , 0 , 47.55 , 3924 , 1736
add32 , comp-exec , cafeobj-a , 0 , 93.33 , 3924 , 1724
benchexpr10 , comp-exec , cafeobj-a , 0 , 0.90 , 3924 , 1740
benchexpr20 , comp-exec , cafeobj-a , timeout , 360.03 , 3924 , 1792
benchexpr22 , comp-exec , cafeobj-a , timeout , 360.03 , 3924 , 1668
benchsym10 , comp-exec , cafeobj-a , 0 , 0.80 , 3924 , 1788
benchsym20 , comp-exec , cafeobj-a , timeout , 360.02 , 3924 , 1732
benchsym22 , comp-exec , cafeobj-a , timeout , 360.08 , 3924 , 1868
benchtree10 , comp-exec , cafeobj-a , timeout , 360.01 , 3924 , 1732
benchtree20 , comp-exec , cafeobj-a , 1 , 2.80 , 3924 , 1868
benchtree22 , comp-exec , cafeobj-a , 1 , 2.80 , 3924 , 1736
binarysearch , comp-exec , cafeobj-a , timeout , 360.01 , 3924 , 1756
bubblesort10 , comp-exec , cafeobj-a , 0 , 0.20 , 3924 , 1760
bubblesort20 , comp-exec , cafeobj-a , 0 , 0.30 , 3924 , 1788
bubblesort100 , comp-exec , cafeobj-a , 0 , 38.74 , 3924 , 1736
bubblesort720 , comp-exec , cafeobj-a , timeout , 360.00 , 3924 , 1788
bubblesort1000 , comp-exec , cafeobj-a , timeout , 360.10 , 3924 , 1668
closure , comp-exec , cafeobj-a , timeout , 360.01 , 3924 , 1672
dart , comp-exec , cafeobj-a , timeout , 360.03 , 3924 , 1668
evalexpr , comp-exec , cafeobj-a , timeout , 360.01 , 3924 , 1740
evalsym , comp-exec , cafeobj-a , timeout , 360.07 , 3924 , 1732
evaltree , comp-exec , cafeobj-a , timeout , 360.03 , 3924 , 1692
factorial5 , comp-exec , cafeobj-a , 0 , 0.20 , 3924 , 1868
factorial6 , comp-exec , cafeobj-a , 0 , 0.30 , 3924 , 1756
factorial7 , comp-exec , cafeobj-a , 0 , 4.50 , 3924 , 1736
factorial8 , comp-exec , cafeobj-a , 1 , 146.90 , 3924 , 1792
factorial9 , comp-exec , cafeobj-a , 1 , 146.41 , 3924 , 1692
fib32 , comp-exec , cafeobj-a , timeout , 360.09 , 3924 , 1788
fibfree , comp-exec , cafeobj-a , 0 , 0.40 , 3924 , 1780
fibonacci18 , comp-exec , cafeobj-a , 0 , 4.80 , 3924 , 1788
fibonacci19 , comp-exec , cafeobj-a , 0 , 11.91 , 3924 , 1776
fibonacci20 , comp-exec , cafeobj-a , 0 , 30.52 , 3924 , 1784
fibonacci21 , comp-exec , cafeobj-a , 0 , 30.52 , 3924 , 1792
hanoi8 , comp-exec , cafeobj-a , 0 , 0.80 , 3924 , 1728
hanoi12 , comp-exec , cafeobj-a , 0 , 126.75 , 3924 , 1788
hanoi16 , comp-exec , cafeobj-a , timeout , 360.00 , 3924 , 1736
