benchexpr10 , comp-exec , lnt , 2.00 , 2272 , 1240
benchexpr20 , comp-exec , lnt , 3.70 , 2272 , 1252
benchexpr22 , comp-exec , lnt , 8.52 , 2272 , 1340
benchsym10 , comp-exec , lnt , 2.00 , 2272 , 1412
benchsym20 , comp-exec , lnt , 2.90 , 2272 , 1228
benchsym22 , comp-exec , lnt , 5.91 , 2272 , 1344
benchtree10 , comp-exec , lnt , failed with exit status 1
benchtree20 , comp-exec , lnt , lnt benchtree failure again
benchtree22 , comp-exec , lnt , lnt benchtree failure again
binarysearch , comp-exec , lnt , 4.91 , 2272 , 1256
bubblesort10 , comp-exec , lnt , 1.60 , 2272 , 1412
bubblesort20 , comp-exec , lnt , 1.50 , 2272 , 1272
bubblesort100 , comp-exec , lnt , 1.60 , 2272 , 1272
bubblesort720 , comp-exec , lnt , 2.00 , 2272 , 1256
bubblesort1000 , comp-exec , lnt , 2.81 , 2272 , 1408
dart , comp-exec , lnt , 1.71 , 2272 , 1264
evalexpr , comp-exec , lnt , 2.51 , 2272 , 1416
evalsym , comp-exec , lnt , 27.02 , 2272 , 1352
evaltree , comp-exec , lnt , 2.91 , 2272 , 1272
factorial5 , comp-exec , lnt , 1.60 , 2272 , 1416
factorial6 , comp-exec , lnt , 1.60 , 2272 , 1272
factorial7 , comp-exec , lnt , 1.50 , 2272 , 1340
factorial8 , comp-exec , lnt , 1.41 , 2272 , 1412
factorial9 , comp-exec , lnt , 1.60 , 2272 , 1264
fib32 , comp-exec , lnt , 4.41 , 2272 , 1336
fibfree , comp-exec , lnt , 2.51 , 2272 , 1348
fibonacci05 , comp-exec , lnt , 1.61 , 2272 , 1348
fibonacci18 , comp-exec , lnt , 1.50 , 2272 , 1224
fibonacci19 , comp-exec , lnt , 1.51 , 2272 , 1236
fibonacci20 , comp-exec , lnt , 1.60 , 2272 , 1256
fibonacci21 , comp-exec , lnt , 1.50 , 2272 , 1412
hanoi4 , comp-exec , lnt , 1.71 , 2272 , 1344
langton6 , comp-exec , lnt , 36.84 , 2272 , 1340
langton7 , comp-exec , lnt , 51.05 , 2272 , 1352
logic3 , comp-exec , lnt , 1.70 , 2272 , 1256
merge , comp-exec , lnt , 1.90 , 2272 , 1340
mergesort10 , comp-exec , lnt , 1.71 , 2272 , 1352
mergesort100 , comp-exec , lnt , failed with exit status 1
mergesort1000 , comp-exec , lnt , lnt mergesort failure again
missionaries2 , comp-exec , lnt , 2.00 , 2272 , 1224
missionaries3 , comp-exec , lnt , 2.00 , 2272 , 1340
permutations6 , comp-exec , lnt , 1.80 , 2272 , 1224
permutations7 , comp-exec , lnt , 2.00 , 2272 , 1256
