calls , comp-exec , lnt , 1.70 , 2272 , 1348
check1 , comp-exec , lnt , 1.91 , 2272 , 1408
closure , comp-exec , lnt , 3.71 , 2272 , 1348
confluence , comp-exec , lnt , 2.00 , 2272 , 1344
empty , comp-exec , lnt , 1.70 , 2272 , 1344
garbagecollection , comp-exec , lnt , 1.90 , 2272 , 1420
natlist , comp-exec , lnt , 2.50 , 2272 , 1420
oddeven , comp-exec , lnt , 1.90 , 2272 , 1272
order , comp-exec , lnt , 1.80 , 2272 , 1344
revelt , comp-exec , lnt , 1.60 , 2272 , 1352
searchinconditions , comp-exec , lnt , 1.70 , 2272 , 1340
soundnessofparallelengines , comp-exec , lnt , 2.00 , 2272 , 1340
tautologyhard , comp-exec , lnt , 2.11 , 2272 , 1244
tricky , comp-exec , lnt , 1.70 , 2272 , 1352
calls , comp-exec , lotos , 0.80 , 2272 , 1212
check1 , comp-exec , lotos , 1.00 , 2272 , 1268
closure , comp-exec , lotos , 2.71 , 2272 , 1336
confluence , comp-exec , lotos , 1.10 , 2272 , 1224
empty , comp-exec , lotos , 1.00 , 2272 , 1412
garbagecollection , comp-exec , lotos , 1.10 , 2272 , 1224
natlist , comp-exec , lotos , 1.50 , 2272 , 1348
oddeven , comp-exec , lotos , 1.20 , 2272 , 1208
order , comp-exec , lotos , 1.20 , 2272 , 1336
revelt , comp-exec , lotos , 1.10 , 2272 , 1268
searchinconditions , comp-exec , lotos , 1.20 , 2272 , 1208
soundnessofparallelengines , comp-exec , lotos , 1.20 , 2272 , 1224
tautologyhard , comp-exec , lotos , 1.30 , 2272 , 1268
tricky , comp-exec , lotos , 1.00 , 2272 , 1336
calls , comp , haskell , 1.60 , 117600 , 75780
calls , exec , haskell , 0.10 , 2020 , 56
check1 , comp , haskell , 1.40 , 117600 , 75828
check1 , exec , haskell , 0.10 , 2020 , 52
closure , comp , haskell , 3.90 , 131936 , 91788
closure , exec , haskell , 0.10 , 2020 , 52
