check1 , comp-exec , lotos , 0.70 , 2272 , 1336
confluence , comp-exec , lotos , 0.70 , 2272 , 1232
empty , comp-exec , lotos , 0.70 , 2272 , 1220
order , comp-exec , lotos , 0.70 , 2272 , 1404
searchinconditions , comp-exec , lotos , 0.70 , 2272 , 1208
soundnessofparallelengines , comp-exec , lotos , 0.80 , 2272 , 1220
tricky , comp-exec , lotos , 0.90 , 2272 , 1260
check1 , comp , haskell , 1.30 , 117600 , 76716
check1 , exec , haskell , 0.10 , 2020 , 56
confluence , comp , haskell , 1.20 , 116576 , 75472
confluence , exec , haskell , 0.10 , 2020 , 56
empty , comp , haskell , 1.21 , 117600 , 75240
empty , exec , haskell , 0.10 , 2020 , 52
order , comp , haskell , 1.20 , 116576 , 74872
order , exec , haskell , 0.10 , 2020 , 52
searchinconditions , comp , haskell , 1.20 , 116576 , 75404
searchinconditions , exec , haskell , 0.10 , 2020 , 56
soundnessofparallelengines , comp , haskell , 1.20 , 117600 , 75448
soundnessofparallelengines , exec , haskell , 0.10 , 2020 , 56
tricky , comp , haskell , 1.30 , 117600 , 75876
tricky , exec , haskell , 0.10 , 2020 , 52
check1 , comp-exec , maude , 0.10 , 2020 , 56
confluence , comp-exec , maude , 0.10 , 2020 , 52
empty , comp-exec , maude , 0.20 , 2020 , 52
order , comp-exec , maude , 0.10 , 2020 , 52
searchinconditions , comp-exec , maude , 0.10 , 2020 , 56
soundnessofparallelengines , comp-exec , maude , 0.10 , 2020 , 52
tricky , comp-exec , maude , 0.20 , 10908 , 8604
check1 , comp , mcrl2 , 0.10 , 2020 , 52
check1 , exec , mcrl2 , 0.10 , 2020 , 56
check1 , comp , mcrl2-jittyc , 0.10 , 2020 , 52
check1 , exec , mcrl2-jittyc , 9.41 , 14308 , 10076
confluence , comp , mcrl2 , 0.10 , 2020 , 56
confluence , exec , mcrl2 , 0.10 , 2020 , 52
confluence , comp , mcrl2-jittyc , 0.10 , 2020 , 56
confluence , exec , mcrl2-jittyc , 9.31 , 14312 , 9744
empty , comp , mcrl2 , 0.10 , 2020 , 52
empty , exec , mcrl2 , 0.10 , 2020 , 52
empty , comp , mcrl2-jittyc , 0.10 , 2020 , 56
empty , exec , mcrl2-jittyc , 9.21 , 14276 , 10004
order , comp , mcrl2 , 0.10 , 2020 , 52
order , exec , mcrl2 , 0.10 , 2020 , 52
order , comp , mcrl2-jittyc , 0.10 , 2020 , 52
order , exec , mcrl2-jittyc , 9.31 , 14308 , 10076
searchinconditions , comp , mcrl2 , 0.10 , 2020 , 56
searchinconditions , exec , mcrl2 , 0.10 , 2020 , 52
searchinconditions , comp , mcrl2-jittyc , 0.10 , 2020 , 52
searchinconditions , exec , mcrl2-jittyc , 9.21 , 14312 , 10028
soundnessofparallelengines , comp , mcrl2 , 0.10 , 2020 , 52
soundnessofparallelengines , exec , mcrl2 , 0.10 , 2020 , 52
soundnessofparallelengines , comp , mcrl2-jittyc , 0.10 , 2020 , 56
soundnessofparallelengines , exec , mcrl2-jittyc , 9.31 , 14308 , 9768
tricky , comp , mcrl2 , 0.10 , 2020 , 52
tricky , exec , mcrl2 , 0.10 , 2020 , 56
tricky , comp , mcrl2-jittyc , 0.10 , 2020 , 52
tricky , exec , mcrl2-jittyc , 11.32 , 14364 , 10192
check1 , comp , ocaml , 0.10 , 2020 , 56
check1 , exec , ocaml , 0.10 , 2020 , 52
confluence , comp , ocaml , 0.10 , 2020 , 56
confluence , exec , ocaml , 0.10 , 2020 , 52
empty , comp , ocaml , 0.10 , 2020 , 56
empty , exec , ocaml , 0.10 , 2020 , 56
order , comp , ocaml , 0.10 , 2020 , 52
order , exec , ocaml , 0.10 , 2020 , 52
searchinconditions , comp , ocaml , 0.10 , 2020 , 56
searchinconditions , exec , ocaml , 0.10 , 2020 , 56
soundnessofparallelengines , comp , ocaml , 0.10 , 2020 , 56
soundnessofparallelengines , exec , ocaml , 0.10 , 2020 , 52
tricky , comp , ocaml , 0.10 , 2020 , 52
tricky , exec , ocaml , 0.10 , 2020 , 52
check1 , comp , opal , 0.80 , 2272 , 624
check1 , exec , opal , 0.10 , 2020 , 56
confluence , comp , opal , 0.70 , 2272 , 580
confluence , exec , opal , 0.10 , 2020 , 52
empty , comp , opal , 0.70 , 2272 , 596
empty , exec , opal , 0.10 , 2020 , 56
order , comp , opal , 0.80 , 2272 , 616
order , exec , opal , 0.10 , 2020 , 56
searchinconditions , comp , opal , 0.60 , 2272 , 616
searchinconditions , exec , opal , 0.10 , 2020 , 56
soundnessofparallelengines , comp , opal , 0.80 , 2272 , 624
soundnessofparallelengines , exec , opal , 0.10 , 2020 , 52
tricky , comp , opal , 1.40 , 2272 , 624
tricky , exec , opal , 0.10 , 2020 , 52
check1 , comp-exec , rascal , 4.41 , 1596832 , 115040
confluence , comp-exec , rascal , 4.81 , 1563364 , 115624
empty , comp-exec , rascal , 4.61 , 1557460 , 107720
order , comp-exec , rascal , 4.52 , 1592764 , 113292
