calls , comp-exec , lnt , 1.70 , 2272 , 1268
check1 , comp-exec , lnt , 1.80 , 2272 , 1268
confluence , comp-exec , lnt , 2.21 , 2272 , 1344
empty , comp-exec , lnt , 1.40 , 2272 , 1408
order , comp-exec , lnt , 1.70 , 2272 , 1264
searchinconditions , comp-exec , lnt , 1.50 , 2272 , 1216
soundnessofparallelengines , comp-exec , lnt , 2.50 , 2272 , 1352
tricky , comp-exec , lnt , 2.31 , 2272 , 1416
calls , comp-exec , lotos , 1.00 , 2272 , 1336
check1 , comp-exec , lotos , 1.30 , 2272 , 1268
confluence , comp-exec , lotos , 1.61 , 2272 , 1260
empty , comp-exec , lotos , 1.00 , 2272 , 1416
order , comp-exec , lotos , 1.30 , 2272 , 1332
searchinconditions , comp-exec , lotos , 0.90 , 2272 , 1340
soundnessofparallelengines , comp-exec , lotos , 1.40 , 2272 , 1268
tricky , comp-exec , lotos , 1.40 , 2272 , 1348
calls , comp , haskell , 1.50 , 117600 , 76352
calls , exec , haskell , 0.10 , 2020 , 52
check1 , comp , haskell , 1.70 , 117600 , 75024
check1 , exec , haskell , 0.10 , 2020 , 52
confluence , comp , haskell , 1.70 , 116576 , 76040
confluence , exec , haskell , 0.10 , 2020 , 56
empty , comp , haskell , 1.50 , 117600 , 75048
empty , exec , haskell , 0.10 , 2020 , 52
order , comp , haskell , 1.40 , 116576 , 75164
order , exec , haskell , 0.11 , 2020 , 52
searchinconditions , comp , haskell , 1.41 , 116576 , 75084
searchinconditions , exec , haskell , 0.10 , 2020 , 56
soundnessofparallelengines , comp , haskell , 1.40 , 117600 , 76180
soundnessofparallelengines , exec , haskell , 0.10 , 2020 , 56
tricky , comp , haskell , 1.60 , 117600 , 75048
tricky , exec , haskell , 0.10 , 2020 , 52
calls , comp-exec , maude , 0.10 , 2020 , 56
check1 , comp-exec , maude , 0.10 , 2020 , 56
confluence , comp-exec , maude , 0.10 , 2020 , 52
empty , comp-exec , maude , 0.10 , 2020 , 52
order , comp-exec , maude , 0.10 , 2020 , 56
searchinconditions , comp-exec , maude , 0.10 , 2020 , 52
soundnessofparallelengines , comp-exec , maude , 0.10 , 2020 , 56
tricky , comp-exec , maude , 0.10 , 2020 , 56
calls , comp , mcrl2 , 0.10 , 2020 , 52
calls , exec , mcrl2 , 0.10 , 2020 , 52
calls , comp , mcrl2-jittyc , 0.10 , 2020 , 56
calls , exec , mcrl2-jittyc , 11.51 , 14372 , 10080
check1 , comp , mcrl2 , 0.10 , 2020 , 52
check1 , exec , mcrl2 , 0.10 , 2020 , 52
check1 , comp , mcrl2-jittyc , 0.10 , 2020 , 52
check1 , exec , mcrl2-jittyc , 12.11 , 14308 , 10044
confluence , comp , mcrl2 , 0.10 , 2020 , 56
confluence , exec , mcrl2 , 0.10 , 2020 , 52
confluence , comp , mcrl2-jittyc , 0.10 , 2020 , 56
confluence , exec , mcrl2-jittyc , 12.53 , 14312 , 10128
empty , comp , mcrl2 , 0.10 , 2020 , 52
empty , exec , mcrl2 , 0.10 , 2020 , 56
empty , comp , mcrl2-jittyc , 0.10 , 2020 , 52
empty , exec , mcrl2-jittyc , 11.42 , 14276 , 9704
order , comp , mcrl2 , 0.10 , 2020 , 56
order , exec , mcrl2 , 0.10 , 2020 , 52
order , comp , mcrl2-jittyc , 0.10 , 2020 , 56
