test_name,trial,user_time,sys_time,real_time,max_mem,avg_mem
closure.k,2,0.04,0.01,0.06,31348.0,0.0
closure.k,3,0.04,0.0,0.05,31088.0,0.0
closure.k,4,0.04,0.01,0.06,31136.0,0.0
revnat10000.k,0,8.97,0.6,9.57,1186792.0,0.0
revnat10000.k,1,8.98,0.58,9.56,1187020.0,0.0
revnat10000.k,2,8.34,0.54,8.89,1187120.0,0.0
revnat10000.k,3,8.27,0.54,8.82,1187036.0,0.0
revnat10000.k,4,8.2,0.54,8.74,1186788.0,0.0
evalexpr.k,0,0.47,0.28,0.75,867208.0,0.0
evalexpr.k,1,0.42,0.24,0.67,866940.0,0.0
evalexpr.k,2,0.39,0.28,0.68,866900.0,0.0
evalexpr.k,3,0.41,0.27,0.69,866952.0,0.0
evalexpr.k,4,0.36,0.28,0.65,866972.0,0.0
sieve100.k,0,0.0,0.0,0.0,6168.0,0.0
sieve100.k,1,0.0,0.0,0.0,6208.0,0.0
sieve100.k,2,0.0,0.0,0.0,6156.0,0.0
sieve100.k,3,0.0,0.0,0.0,6032.0,0.0
sieve100.k,4,0.0,0.0,0.0,5844.0,0.0
factorial7.k,0,0.0,0.0,0.01,8072.0,0.0
factorial7.k,1,0.0,0.0,0.01,7712.0,0.0
factorial7.k,2,0.0,0.0,0.01,7968.0,0.0
factorial7.k,3,0.0,0.0,0.01,8028.0,0.0
factorial7.k,4,0.0,0.01,0.01,7964.0,0.0
omul8.k,0,0.44,0.02,0.47,83692.0,0.0
omul8.k,1,0.42,0.02,0.45,83468.0,0.0
omul8.k,2,0.42,0.03,0.45,83336.0,0.0
omul8.k,3,0.43,0.02,0.45,83532.0,0.0
omul8.k,4,0.41,0.02,0.44,83300.0,0.0
fibfree.k,0,0.0,0.0,0.0,5860.0,0.0
fibfree.k,1,0.0,0.0,0.0,6136.0,0.0
fibfree.k,2,0.0,0.0,0.0,6132.0,0.0
fibfree.k,3,0.0,0.0,0.0,5968.0,0.0
fibfree.k,4,0.0,0.0,0.0,6052.0,0.0
soundnessofparallelengines.k,0,0.0,0.0,0.0,5904.0,0.0
soundnessofparallelengines.k,1,0.0,0.0,0.0,5904.0,0.0
soundnessofparallelengines.k,2,0.0,0.0,0.0,5896.0,0.0
soundnessofparallelengines.k,3,0.0,0.0,0.0,5648.0,0.0
soundnessofparallelengines.k,4,0.0,0.0,0.0,5976.0,0.0
factorial8.k,0,0.03,0.01,0.05,22088.0,0.0
factorial8.k,1,0.03,0.02,0.05,22288.0,0.0
factorial8.k,2,0.02,0.02,0.05,22440.0,0.0
factorial8.k,3,0.03,0.01,0.05,22256.0,0.0
factorial8.k,4,0.02,0.01,0.03,22128.0,0.0
fibonacci19.k,0,0.0,0.0,0.01,7820.0,0.0
fibonacci19.k,1,0.01,0.0,0.01,8120.0,0.0
fibonacci19.k,2,0.0,0.0,0.01,7780.0,0.0
fibonacci19.k,3,0.01,0.0,0.01,8164.0,0.0
fibonacci19.k,4,0.01,0.0,0.01,8116.0,0.0
add8.k,0,1.9,0.12,2.03,203592.0,0.0
add8.k,1,1.66,0.12,1.79,203340.0,0.0
add8.k,2,1.42,0.1,1.52,203568.0,0.0
add8.k,3,1.27,0.09,1.37,203684.0,0.0
add8.k,4,1.35,0.05,1.41,203864.0,0.0
tak36.k,0,0.59,0.13,0.73,368532.0,0.0
tak36.k,1,0.58,0.11,0.69,368640.0,0.0
tak36.k,2,0.58,0.12,0.71,368676.0,0.0
tak36.k,3,0.62,0.08,0.71,368584.0,0.0
tak36.k,4,0.61,0.09,0.7,368676.0,0.0
confluence.k,0,0.0,0.0,0.0,5872.0,0.0
confluence.k,1,0.0,0.0,0.0,5672.0,0.0
confluence.k,2,0.0,0.0,0.0,5600.0,0.0
confluence.k,3,0.0,0.0,0.0,5860.0,0.0
confluence.k,4,0.0,0.0,0.0,5948.0,0.0
tricky.k,0,0.0,0.0,0.0,5668.0,0.0
tricky.k,1,0.0,0.0,0.0,5864.0,0.0
tricky.k,2,0.0,0.0,0.01,5956.0,0.0
tricky.k,3,0.0,0.0,0.0,5864.0,0.0
tricky.k,4,0.0,0.0,0.0,5644.0,0.0
sieve2000.k,0,0.87,0.0,0.88,23344.0,0.0
sieve2000.k,1,0.87,0.0,0.87,23420.0,0.0
sieve2000.k,2,0.92,0.0,0.93,23260.0,0.0
sieve2000.k,3,0.91,0.01,0.93,23308.0,0.0
sieve2000.k,4,0.84,0.01,0.86,23036.0,0.0
benchsym20.k,0,0.28,0.05,0.33,263184.0,0.0
benchsym20.k,1,0.23,0.1,0.33,263188.0,0.0
benchsym20.k,2,0.26,0.05,0.32,263456.0,0.0
benchsym20.k,3,0.25,0.08,0.33,263520.0,0.0
benchsym20.k,4,0.26,0.06,0.33,263440.0,0.0
benchsym22.k,0,1.09,0.33,1.43,1035524.0,0.0
benchsym22.k,1,1.09,0.3,1.39,1035692.0,0.0
benchsym22.k,2,1.06,0.3,1.36,1035780.0,0.0
benchsym22.k,3,1.07,0.27,1.35,1035528.0,0.0
benchsym22.k,4,0.96,0.31,1.27,1035776.0,0.0
bubblesort100.k,0,0.0,0.0,0.0,6492.0,0.0
bubblesort100.k,1,0.0,0.0,0.0,6332.0,0.0
bubblesort100.k,2,0.0,0.0,0.0,6232.0,0.0
bubblesort100.k,3,0.0,0.0,0.0,6236.0,0.0
bubblesort100.k,4,0.0,0.0,0.0,6356.0,0.0
mergesort10.k,0,0.0,0.0,0.0,5676.0,0.0
mergesort10.k,1,0.0,0.0,0.0,5908.0,0.0
mergesort10.k,2,0.0,0.0,0.0,5676.0,0.0
mergesort10.k,3,0.0,0.0,0.0,5916.0,0.0
mergesort10.k,4,0.0,0.0,0.0,5608.0,0.0
revnat100.k,0,0.0,0.0,0.0,6120.0,0.0
revnat100.k,1,0.0,0.0,0.0,6104.0,0.0
revnat100.k,2,0.0,0.0,0.0,6108.0,0.0
revnat100.k,3,0.0,0.0,0.0,5848.0,0.0
revnat100.k,4,0.0,0.0,0.0,6140.0,0.0
sieve1000.k,0,0.18,0.0,0.18,11408.0,0.0
sieve1000.k,1,0.13,0.0,0.14,11404.0,0.0
sieve1000.k,2,0.14,0.0,0.14,11684.0,0.0
sieve1000.k,3,0.15,0.0,0.15,11576.0,0.0
sieve1000.k,4,0.14,0.0,0.14,11336.0,0.0
natlist.k,0,0.0,0.0,0.0,7664.0,0.0
natlist.k,1,0.0,0.0,0.0,7428.0,0.0
natlist.k,2,0.0,0.0,0.0,7432.0,0.0
natlist.k,3,0.0,0.0,0.0,7600.0,0.0
natlist.k,4,0.0,0.0,0.0,7640.0,0.0
merge.k,0,0.0,0.0,0.0,5920.0,0.0
merge.k,1,0.0,0.0,0.01,5916.0,0.0
merge.k,2,0.0,0.01,0.01,6128.0,0.0
merge.k,3,0.0,0.0,0.01,6124.0,0.0
merge.k,4,0.0,0.0,0.01,6164.0,0.0
searchinconditions.k,0,0.0,0.0,0.0,5872.0,0.0
searchinconditions.k,1,0.0,0.0,0.0,5628.0,0.0
searchinconditions.k,2,0.0,0.0,0.0,5952.0,0.0
searchinconditions.k,3,0.0,0.0,0.0,5876.0,0.0
searchinconditions.k,4,0.0,0.0,0.0,5624.0,0.0
logic3.k,0,0.0,0.0,0.0,5816.0,0.0
logic3.k,1,0.0,0.0,0.0,5920.0,0.0
logic3.k,2,0.0,0.0,0.0,5656.0,0.0
logic3.k,3,0.0,0.0,0.0,5964.0,0.0
logic3.k,4,0.0,0.0,0.0,5896.0,0.0
mul8.k,0,0.39,0.03,0.43,81684.0,0.0
mul8.k,1,0.4,0.03,0.43,81976.0,0.0
mul8.k,2,0.42,0.02,0.44,81900.0,0.0
mul8.k,3,0.39,0.03,0.43,81692.0,0.0
mul8.k,4,0.38,0.05,0.43,82000.0,0.0
intnat.k,0,0.11,0.01,0.12,25624.0,0.0
intnat.k,1,0.1,0.01,0.12,25304.0,0.0
intnat.k,2,0.11,0.01,0.12,25496.0,0.0
intnat.k,3,0.1,0.01,0.11,25304.0,0.0
intnat.k,4,0.09,0.01,0.11,25464.0,0.0
benchexpr22.k,0,1.08,0.45,1.53,1240036.0,0.0
benchexpr22.k,1,0.97,0.39,1.36,1239928.0,0.0
benchexpr22.k,2,1.06,0.35,1.42,1240292.0,0.0
benchexpr22.k,3,1.02,0.38,1.41,1240048.0,0.0
benchexpr22.k,4,1.05,0.33,1.39,1240236.0,0.0
order.k,0,0.0,0.0,0.0,5936.0,0.0
order.k,1,0.0,0.0,0.0,5784.0,0.0
order.k,2,0.0,0.0,0.0,5820.0,0.0
order.k,3,0.0,0.0,0.0,5872.0,0.0
