test_name,trial,ghc_real_time,ghc_max_mem,user_time,sys_time,real_time,max_mem,avg_mem
order.hs,1,0.41,121796.0,0.0,0.0,0.0,3344.0,0.0
order.hs,2,0.41,122184.0,0.0,0.0,0.0,3228.0,0.0
order.hs,3,0.41,121772.0,0.0,0.0,0.0,3352.0,0.0
order.hs,4,0.41,121744.0,0.0,0.0,0.0,3408.0,0.0
fibfree.hs,0,0.73,147276.0,0.0,0.0,0.0,3528.0,0.0
fibfree.hs,1,0.4,121788.0,0.0,0.0,0.0,3528.0,0.0
fibfree.hs,2,0.41,122160.0,0.0,0.0,0.0,3532.0,0.0
fibfree.hs,3,0.41,122100.0,0.0,0.0,0.0,3336.0,0.0
fibfree.hs,4,0.43,121940.0,0.0,0.0,0.0,3356.0,0.0
add16.hs,0,53.64,2222552.0,0.01,0.0,0.01,7308.0,0.0
add16.hs,1,0.45,130860.0,0.01,0.0,0.01,7392.0,0.0
add16.hs,2,0.45,131168.0,0.0,0.0,0.01,7664.0,0.0
add16.hs,3,0.45,131092.0,0.0,0.0,0.01,7588.0,0.0
add16.hs,4,0.45,130740.0,0.01,0.0,0.01,7528.0,0.0
sieve20.hs,0,0.69,140516.0,0.0,0.0,0.0,3368.0,0.0
sieve20.hs,1,0.4,122216.0,0.0,0.0,0.0,3440.0,0.0
sieve20.hs,2,0.4,122652.0,0.0,0.0,0.0,3556.0,0.0
sieve20.hs,3,0.41,121932.0,0.0,0.0,0.0,3332.0,0.0
sieve20.hs,4,0.41,121880.0,0.0,0.0,0.0,3448.0,0.0
langton6.hs,0,0.98,162424.0,30.3,0.05,30.36,14544.0,0.0
langton6.hs,1,0.4,122012.0,30.38,0.04,30.42,14616.0,0.0
langton6.hs,2,0.4,121840.0,29.23,0.07,29.3,14616.0,0.0
langton6.hs,3,0.39,122668.0,30.3,0.07,30.38,14424.0,0.0
langton6.hs,4,0.4,121944.0,29.46,0.02,29.49,14788.0,0.0
tak18.hs,0,0.6,142260.0,0.0,0.0,0.0,4176.0,0.0
tak18.hs,1,0.41,122408.0,0.0,0.0,0.0,4176.0,0.0
tak18.hs,2,0.4,121820.0,0.0,0.0,0.0,4104.0,0.0
tak18.hs,3,0.41,122188.0,0.0,0.0,0.0,4076.0,0.0
tak18.hs,4,0.4,121640.0,0.0,0.0,0.0,4180.0,0.0
quicksort1000.hs,0,0.63,142200.0,1.21,0.0,1.21,34704.0,0.0
quicksort1000.hs,1,0.39,122052.0,1.2,0.01,1.22,34704.0,0.0
quicksort1000.hs,2,0.4,122232.0,1.26,0.01,1.27,34572.0,0.0
quicksort1000.hs,3,0.39,122328.0,1.21,0.01,1.23,34652.0,0.0
quicksort1000.hs,4,0.41,121940.0,1.23,0.0,1.23,34484.0,0.0
benchtree20.hs,0,0.77,149076.0,0.79,0.06,0.85,57604.0,0.0
benchtree20.hs,1,0.39,122116.0,0.84,0.04,0.88,57572.0,0.0
benchtree20.hs,2,0.39,122576.0,0.85,0.04,0.89,57596.0,0.0
benchtree20.hs,3,0.39,122488.0,0.8,0.04,0.84,57548.0,0.0
benchtree20.hs,4,0.4,122376.0,0.84,0.05,0.89,57312.0,0.0
empty.hs,0,0.5,140132.0,0.0,0.0,0.0,3332.0,0.0
empty.hs,1,0.41,121896.0,0.0,0.0,0.0,3216.0,0.0
empty.hs,2,0.41,121952.0,0.0,0.0,0.0,3516.0,0.0
empty.hs,3,0.41,122028.0,0.0,0.0,0.0,3324.0,0.0
empty.hs,4,0.42,122296.0,0.0,0.0,0.0,3408.0,0.0
bubblesort10.hs,0,0.6,142092.0,0.0,0.0,0.0,3376.0,0.0
bubblesort10.hs,1,0.41,122228.0,0.0,0.0,0.0,3260.0,0.0
bubblesort10.hs,2,0.41,122004.0,0.0,0.0,0.0,3268.0,0.0
bubblesort10.hs,3,0.43,121916.0,0.0,0.0,0.0,3256.0,0.0
bubblesort10.hs,4,0.43,122212.0,0.0,0.0,0.0,3264.0,0.0
soundnessofparallelengines.hs,0,0.53,140008.0,0.0,0.0,0.0,3408.0,0.0
soundnessofparallelengines.hs,1,0.41,121760.0,0.0,0.0,0.0,3236.0,0.0
soundnessofparallelengines.hs,2,0.42,121740.0,0.0,0.0,0.0,3332.0,0.0
soundnessofparallelengines.hs,3,0.42,121860.0,0.0,0.0,0.0,3416.0,0.0
soundnessofparallelengines.hs,4,0.41,121536.0,0.0,0.0,0.0,3404.0,0.0
merge.hs,0,0.61,141308.0,0.0,0.0,0.0,3648.0,0.0
merge.hs,1,0.41,121884.0,0.0,0.0,0.0,3352.0,0.0
merge.hs,2,0.41,122272.0,0.0,0.0,0.0,3492.0,0.0
merge.hs,3,0.41,122052.0,0.0,0.0,0.0,3640.0,0.0
merge.hs,4,0.42,122144.0,0.0,0.0,0.0,3456.0,0.0
add32.hs,0,60.41,3197848.0,0.0,0.0,0.01,6400.0,0.0
add32.hs,1,0.43,126560.0,0.01,0.0,0.01,6620.0,0.0
add32.hs,2,0.43,126360.0,0.01,0.0,0.01,6396.0,0.0
add32.hs,3,0.44,126744.0,0.01,0.0,0.01,6672.0,0.0
add32.hs,4,0.43,126468.0,0.01,0.0,0.01,6616.0,0.0
revelt.hs,0,0.58,140408.0,0.0,0.0,0.0,3424.0,0.0
revelt.hs,1,0.44,121768.0,0.0,0.0,0.0,3348.0,0.0
revelt.hs,2,0.43,122028.0,0.0,0.0,0.0,3532.0,0.0
revelt.hs,3,0.42,121708.0,0.0,0.0,0.0,3360.0,0.0
revelt.hs,4,0.42,121908.0,0.0,0.0,0.0,3416.0,0.0
sieve1000.hs,0,0.74,140860.0,0.03,0.0,0.03,4832.0,0.0
sieve1000.hs,1,0.4,122308.0,0.04,0.0,0.04,5104.0,0.0
sieve1000.hs,2,0.42,122076.0,0.04,0.0,0.04,5104.0,0.0
sieve1000.hs,3,0.42,122468.0,0.03,0.0,0.04,5108.0,0.0
sieve1000.hs,4,0.41,122540.0,0.03,0.0,0.04,4916.0,0.0
factorial6.hs,0,0.52,140492.0,0.0,0.0,0.0,3560.0,0.0
factorial6.hs,1,0.41,121708.0,0.0,0.0,0.0,3456.0,0.0
factorial6.hs,2,0.41,122120.0,0.0,0.0,0.0,3608.0,0.0
factorial6.hs,3,0.41,121768.0,0.0,0.0,0.0,3620.0,0.0
factorial6.hs,4,0.41,122372.0,0.0,0.0,0.0,3672.0,0.0
omul32.hs,0,41.33,1939784.0,0.56,0.0,0.56,6268.0,0.0
omul32.hs,1,0.41,126172.0,0.56,0.0,0.56,6156.0,0.0
omul32.hs,2,0.42,126120.0,0.55,0.0,0.55,6172.0,0.0
omul32.hs,3,0.44,127020.0,0.56,0.0,0.56,6268.0,0.0
omul32.hs,4,0.42,126308.0,0.55,0.0,0.55,6072.0,0.0
